// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B43DFA
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	RSSI	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Quat_q0	Quat_q1	Quat_q2	Quat_q3
49852	-68.0000	-0.231457	-1.681595	9.649653	0.161610	-0.035438	-0.016272	0.989549	-0.080733	0.028977	-0.115907
49853	-66.0000	-0.242285	-1.451767	9.679662	0.215727	0.178421	-0.025769	0.989438	-0.079977	0.029759	-0.117175
49854	-66.0000	-0.400169	-1.206991	9.763450	0.137291	0.450539	0.021949	0.989304	-0.079523	0.030520	-0.118412
49855	-68.0000	-0.530735	-1.200786	9.829502	0.030942	0.493808	0.091749	0.989124	-0.079649	0.031233	-0.119642
49856	-66.0000	-0.587211	-1.320878	9.791942	-0.041987	0.389905	0.077604	0.988936	-0.079909	0.031846	-0.120859
49857	-66.0000	-0.668293	-1.265973	9.743794	-0.101850	0.456951	0.024571	0.988766	-0.079867	0.032307	-0.122142
49858	-68.0000	-0.639250	-1.059649	9.680642	-0.022616	0.638525	-0.074202	0.988570	-0.079996	0.032703	-0.123537
49859	-66.0000	-0.540499	-1.137952	9.591369	0.055281	0.533309	-0.153809	0.988331	-0.080699	0.033170	-0.124854
49860	-66.0000	-0.556189	-1.281528	9.530311	0.009968	0.402477	-0.188947	0.988118	-0.081243	0.033647	-0.126054
49861	-68.0000	-0.714867	-1.071430	9.625523	-0.073884	0.663823	-0.124366	0.987984	-0.081302	0.034151	-0.126930
49862	-66.0000	-0.637632	-1.003197	9.749755	0.039313	0.728658	-0.017882	0.987893	-0.081330	0.034732	-0.127460
49863	-66.0000	-0.622977	-0.835460	9.661603	0.099055	0.872421	-0.134789	0.987821	-0.081572	0.035413	-0.127680
49864	-68.0000	-0.643251	-0.850832	9.517880	0.078279	0.846857	-0.273065	0.987759	-0.082191	0.036307	-0.127510
49865	-66.0000	-0.537111	-0.993937	9.429223	0.157499	0.678727	-0.341620	0.987736	-0.082866	0.037410	-0.126931
49866	-66.0000	-0.497599	-1.067557	9.244129	0.184007	0.576626	-0.513506	0.987771	-0.083355	0.038773	-0.125929
49867	-67.0000	-0.443753	-1.138564	9.229474	0.247208	0.494296	-0.519093	0.987869	-0.083477	0.040513	-0.124521
49868	-65.0000	-0.548772	-1.320384	9.338806	0.150877	0.353331	-0.372873	0.988077	-0.082726	0.042718	-0.122619
49869	-65.0000	-0.881762	-0.935714	9.641614	-0.005933	0.823504	-0.120663	0.988371	-0.081282	0.045120	-0.120332
49870	-67.0000	-1.105063	-0.715402	9.688785	-0.123147	1.063867	-0.093720	0.988663	-0.080222	0.047537	-0.117684
49871	-66.0000	-0.961357	-0.742401	9.720473	0.057993	0.989617	-0.066915	0.988889	-0.080255	0.049983	-0.114716
49872	-66.0000	-0.892218	-1.413972	9.766991	0.033917	0.333411	0.090692	0.989084	-0.080887	0.052495	-0.111423
49873	-69.0000	-1.073606	-1.959622	9.759930	-0.204382	-0.151974	0.196502	0.989307	-0.081115	0.054875	-0.108076
49874	-66.0000	-1.153885	-1.986729	9.821941	-0.229879	-0.164232	0.270419	0.989575	-0.080546	0.056953	-0.104927
49875	-66.0000	-1.090789	-2.002271	9.982157	-0.107169	-0.190230	0.424232	0.989825	-0.079859	0.058748	-0.102067
49876	-66.0000	-1.074206	-2.283457	9.944327	-0.112005	-0.489618	0.434524	0.990013	-0.079450	0.060270	-0.099649
49877	-63.0000	-1.158006	-2.504467	9.979680	-0.197412	-0.696244	0.516084	0.990171	-0.078952	0.061474	-0.097723
49878	-62.0000	-1.250261	-2.590457	10.008684	-0.272697	-0.774631	0.568684	0.990305	-0.078185	0.062481	-0.096330
49879	-62.0000	-1.245761	-2.540423	10.040563	-0.233913	-0.743660	0.589753	0.990409	-0.077282	0.063343	-0.095416
49880	-61.0000	-1.160222	-2.483430	10.156012	-0.105861	-0.708711	0.682292	0.990468	-0.076543	0.064188	-0.094837
49881	-60.0000	-1.155935	-2.363989	10.215445	-0.056600	-0.599767	0.719026	0.990499	-0.076099	0.064807	-0.094445
49882	-60.0000	-1.211533	-2.382900	10.111594	-0.118781	-0.631525	0.626538	0.990532	-0.075776	0.065178	-0.094105
49883	-60.0000	-1.343543	-2.233109	9.996349	-0.231891	-0.485254	0.503786	0.990582	-0.075376	0.065377	-0.093768
49884	-59.0000	-1.309925	-2.018687	9.996515	-0.156353	-0.290167	0.464115	0.990617	-0.075266	0.065656	-0.093288
49885	-60.0000	-1.236068	-1.825067	9.950708	-0.049823	-0.123006	0.378372	0.990634	-0.075537	0.066014	-0.092632
49886	-59.0000	-1.213660	-1.804696	9.881282	-0.025226	-0.112280	0.304445	0.990646	-0.075950	0.066419	-0.091878
49887	-60.0000	-1.220369	-1.895595	9.777286	-0.053843	-0.210339	0.218801	0.990678	-0.076082	0.066730	-0.091194
49888	-60.0000	-1.166004	-1.745674	9.568998	0.000078	-0.107749	-0.016716	0.990727	-0.075800	0.067002	-0.090694
49889	-60.0000	-1.179812	-1.650781	9.519628	0.000579	-0.027221	-0.079260	0.990767	-0.075447	0.067275	-0.090348
49890	-60.0000	-1.200719	-1.613745	9.467705	-0.017383	-0.003608	-0.133688	0.990813	-0.074954	0.067454	-0.090122
49891	-60.0000	-1.047775	-1.583914	9.460940	0.136759	-0.013620	-0.164003	0.990847	-0.074533	0.067463	-0.090085
49892	-60.0000	-1.038664	-1.541612	9.487967	0.156106	0.023304	-0.145630	0.990851	-0.074297	0.067454	-0.090244
49893	-60.0000	-1.121004	-1.576111	9.540033	0.076326	0.008857	-0.078875	0.990834	-0.074102	0.067378	-0.090651
49894	-62.0000	-1.271410	-1.585137	9.666380	-0.055003	0.040955	0.064728	0.990815	-0.073678	0.067345	-0.091229
49895	-62.0000	-1.215494	-1.540534	9.679632	0.006961	0.065010	0.063631	0.990814	-0.072949	0.067350	-0.091811
49896	-62.0000	-1.197205	-1.383881	9.771127	0.063641	0.209097	0.125901	0.990849	-0.071875	0.067401	-0.092250
49897	-63.0000	-1.195181	-1.286914	9.884145	0.098460	0.297133	0.221400	0.990899	-0.070808	0.067500	-0.092459
49898	-63.0000	-1.179712	-1.185347	9.948006	0.140001	0.383375	0.266648	0.990951	-0.070080	0.067513	-0.092449
49899	-64.0000	-1.196355	-1.269766	9.833117	0.089356	0.279678	0.169675	0.990999	-0.069828	0.067325	-0.092265
49900	-66.0000	-1.192496	-1.419524	9.696203	0.043111	0.112217	0.058432	0.991037	-0.069752	0.067156	-0.092030
49901	-64.0000	-1.324949	-1.450708	9.699787	-0.094587	0.103195	0.083085	0.991097	-0.069363	0.066952	-0.091827
49902	-64.0000	-1.219138	-1.346309	9.822870	0.039531	0.192167	0.174761	0.991164	-0.068907	0.066696	-0.091636
49903	-72.0000	-1.175064	-1.410219	9.753737	0.054821	0.105701	0.111561	0.991227	-0.068639	0.066353	-0.091407
49904	-63.0000	-1.202032	-1.458613	9.552784	-0.016949	0.034069	-0.074789	0.991290	-0.068479	0.065934	-0.091150
49905	-63.0000	-1.160540	-1.561753	9.477180	-0.012170	-0.086682	-0.138226	0.991344	-0.068327	0.065630	-0.090886
49906	-63.0000	-1.181188	-1.489637	9.490475	-0.023896	-0.015197	-0.133713	0.991399	-0.068009	0.065345	-0.090735
49907	-62.0000	-1.166920	-1.305379	9.600190	0.033158	0.172378	-0.055713	0.991418	-0.067986	0.065219	-0.090639
49908	-62.0000	-1.132715	-1.550946	9.537960	0.014549	-0.079036	-0.083622	0.991424	-0.068233	0.065183	-0.090407
49909	-62.0000	-1.134292	-1.581353	9.311936	-0.026134	-0.134846	-0.300559	0.991451	-0.068250	0.065031	-0.090213
49910	-60.0000	-1.144954	-1.347909	9.281198	-0.002925	0.089039	-0.364911	0.991478	-0.068085	0.065019	-0.090045
49911	-60.0000	-1.185932	-1.382826	9.504229	-0.013978	0.090066	-0.135875	0.991476	-0.068179	0.065283	-0.089808
49912	-60.0000	-1.283501	-1.314870	9.612763	-0.075937	0.188795	-0.028002	0.991484	-0.068220	0.065596	-0.089461
49913	-59.0000	-1.177607	-1.248063	9.634041	0.048549	0.237342	-0.030026	0.991498	-0.068349	0.065944	-0.088950
49914	-60.0000	-1.033943	-1.331624	9.537653	0.168570	0.119003	-0.129377	0.991515	-0.068570	0.066330	-0.088300
49915	-60.0000	-1.080342	-1.426393	9.459521	0.104108	0.025702	-0.186018	0.991558	-0.068547	0.066672	-0.087569
49916	-59.0000	-1.150482	-1.547463	9.415297	0.015426	-0.091705	-0.202411	0.991631	-0.068024	0.066927	-0.086957
49917	-59.0000	-1.178567	-1.444195	9.468249	0.017897	0.006488	-0.162710	0.991711	-0.067182	0.067269	-0.086429
49918	-60.0000	-1.326642	-1.347241	9.646819	-0.078277	0.133995	0.016455	0.991770	-0.066471	0.067649	-0.086008
49919	-59.0000	-1.297654	-1.313821	9.731229	-0.026326	0.160405	0.090868	0.991810	-0.066127	0.067909	-0.085604
49920	-59.0000	-1.192139	-1.389574	9.714588	0.066289	0.062343	0.072506	0.991826	-0.066240	0.068062	-0.085212
49921	-60.0000	-1.192770	-1.613104	9.603669	0.017209	-0.166899	-0.003146	0.991830	-0.066469	0.068208	-0.084869
49922	-60.0000	-1.213631	-1.757653	9.622222	-0.019514	-0.300718	0.039144	0.991840	-0.066438	0.068381	-0.084636
49923	-60.0000	-1.259282	-1.725488	9.632787	-0.054364	-0.265917	0.050375	0.991873	-0.065910	0.068538	-0.084534
49924	-62.0000	-1.301373	-1.551682	9.673213	-0.059617	-0.096355	0.069594	0.991922	-0.065205	0.068708	-0.084371
49925	-61.0000	-1.258853	-1.367574	9.728997	0.021761	0.071512	0.091996	0.991952	-0.064819	0.068865	-0.084189
49926	-62.0000	-1.186273	-1.545201	9.733923	0.068897	-0.119312	0.113297	0.991962	-0.064745	0.069075	-0.083947
49927	-62.0000	-1.196811	-1.545338	9.714008	0.059177	-0.123310	0.095070	0.991983	-0.064545	0.069221	-0.083735
49928	-62.0000	-1.302062	-1.568289	9.585081	-0.064080	-0.147824	-0.014590	0.992002	-0.064288	0.069353	-0.083596
49929	-62.0000	-1.343012	-1.501593	9.645473	-0.082359	-0.074633	0.040295	0.992023	-0.063927	0.069478	-0.083519
49930	-63.0000	-1.307782	-1.403425	9.722364	-0.018539	0.016986	0.097087	0.992037	-0.063574	0.069658	-0.083475
49931	-62.0000	-1.251538	-1.307275	9.716199	0.053047	0.094372	0.070030	0.992052	-0.063351	0.069788	-0.083361
49932	-62.0000	-1.191177	-1.255527	9.625429	0.109105	0.120872	-0.034261	0.992067	-0.063342	0.069955	-0.083045
49933	-62.0000	-1.247863	-1.330555	9.485059	0.024764	0.040716	-0.153929	0.992086	-0.063433	0.070158	-0.082576
49934	-62.0000	-1.339111	-1.187788	9.408916	-0.048774	0.188572	-0.236998	0.992098	-0.063613	0.070426	-0.082072
49935	-62.0000	-1.316099	-1.284970	9.527048	-0.015816	0.107558	-0.110312	0.992079	-0.063961	0.070828	-0.081684
49936	-62.0000	-1.329840	-1.462411	9.641883	-0.029523	-0.046803	0.029566	0.992058	-0.064041	0.071282	-0.081472
49937	-60.0000	-1.392673	-1.351871	9.755751	-0.048365	0.082472	0.133800	0.992062	-0.063725	0.071647	-0.081358
49938	-61.0000	-1.378826	-1.283685	9.796656	-0.011281	0.144989	0.162398	0.992066	-0.063444	0.072011	-0.081204
49939	-61.0000	-1.339542	-1.208209	9.916469	0.063047	0.220321	0.263918	0.992086	-0.063201	0.072259	-0.080926
49940	-61.0000	-1.385609	-1.299336	9.927261	0.010203	0.135379	0.293759	0.992126	-0.063049	0.072424	-0.080412
49941	-62.0000	-1.395844	-1.309798	9.941259	0.004019	0.123740	0.310417	0.992187	-0.062844	0.072549	-0.079697
49942	-62.0000	-1.319941	-1.460480	9.943323	0.058996	-0.044648	0.323359	0.992275	-0.062350	0.072684	-0.078863
49943	-62.0000	-1.391611	-1.272636	9.904295	0.012479	0.132267	0.268660	0.992386	-0.061561	0.072773	-0.078008
49944	-62.0000	-1.449568	-1.179627	9.838262	-0.040552	0.211177	0.199201	0.992479	-0.061081	0.072770	-0.077189
49945	-62.0000	-1.393682	-1.272768	9.842230	0.000994	0.103348	0.208345	0.992556	-0.060892	0.072730	-0.076388
49946	-61.0000	-1.389786	-1.475649	9.764109	-0.036978	-0.110713	0.158935	0.992639	-0.060635	0.072643	-0.075590
49947	-60.0000	-1.481981	-1.425368	9.735442	-0.127038	-0.058263	0.136546	0.992744	-0.060176	0.072434	-0.074782
49948	-62.0000	-1.447166	-1.302578	9.574552	-0.106317	0.030163	-0.042794	0.992839	-0.059881	0.072079	-0.074095
49949	-60.0000	-1.274109	-1.313048	9.470923	0.038092	-0.020717	-0.166758	0.992898	-0.060016	0.071624	-0.073635
49950	-60.0000	-1.243574	-1.517263	9.363978	0.016130	-0.233155	-0.248273	0.992916	-0.060370	0.071228	-0.073477
49951	-62.0000	-1.280800	-1.537764	9.314213	-0.037571	-0.248157	-0.289204	0.992930	-0.060497	0.070861	-0.073550
49952	-61.0000	-1.329073	-1.479529	9.271794	-0.089472	-0.188498	-0.332283	0.992944	-0.060290	0.070609	-0.073768
49953	-61.0000	-1.265024	-1.375399	9.276198	-0.015199	-0.099549	-0.350673	0.992940	-0.060035	0.070576	-0.074056
49954	-62.0000	-1.311214	-1.258411	9.366682	-0.030395	0.028854	-0.271416	0.992923	-0.059845	0.070690	-0.074337
49955	-61.0000	-1.328478	-1.134388	9.554893	0.000952	0.173079	-0.100957	0.992889	-0.059863	0.070862	-0.074612
49956	-62.0000	-1.281390	-1.286767	9.673222	0.046914	0.031160	0.029354	0.992851	-0.059995	0.071006	-0.074875
49957	-62.0000	-1.222864	-1.320740	9.667987	0.100410	-0.011413	0.020904	0.992835	-0.059901	0.071066	-0.075103
49958	-62.0000	-1.318618	-1.277463	9.726348	0.022248	0.049082	0.085272	0.992837	-0.059603	0.071111	-0.075275
49959	-62.0000	-1.388428	-1.221251	9.820076	-0.024593	0.118259	0.179233	0.992859	-0.059120	0.071062	-0.075407
49960	-62.0000	-1.381367	-1.102605	9.916565	0.012153	0.236634	0.257369	0.992874	-0.058815	0.071020	-0.075486
49961	-62.0000	-1.456062	-1.173530	9.904180	-0.074209	0.175001	0.264710	0.992878	-0.058856	0.070943	-0.075472
49962	-61.0000	-1.365180	-1.262976	9.874152	-0.004063	0.070997	0.234832	0.992886	-0.058959	0.070847	-0.075379
49963	-62.0000	-1.327257	-1.304539	9.790815	0.012199	0.015790	0.153410	0.992908	-0.058937	0.070698	-0.075246
49964	-62.0000	-1.356590	-1.315958	9.780724	-0.022889	0.007171	0.148943	0.992939	-0.058865	0.070511	-0.075066
49965	-62.0000	-1.363557	-1.361801	9.790149	-0.039856	-0.038707	0.165174	0.992987	-0.058620	0.070186	-0.074927
49966	-62.0000	-1.323658	-1.186558	9.698509	0.002723	0.111393	0.046757	0.993038	-0.058278	0.069830	-0.074848
49967	-62.0000	-1.309082	-1.244804	9.703418	0.002881	0.047670	0.057331	0.993077	-0.058099	0.069538	-0.074743
49968	-62.0000	-1.304295	-1.184274	9.622962	-0.002883	0.093522	-0.030237	0.993129	-0.057839	0.069156	-0.074610
49969	-62.0000	-1.309856	-1.114608	9.381457	-0.042428	0.133067	-0.275901	0.993181	-0.057722	0.068745	-0.074388
49970	-62.0000	-1.275891	-1.112130	9.231275	-0.037425	0.113658	-0.428293	0.993214	-0.057810	0.068471	-0.074139
49971	-62.0000	-1.216073	-1.016169	9.170740	0.021930	0.195425	-0.508107	0.993223	-0.058098	0.068316	-0.073927
49972	-63.0000	-1.162080	-1.212616	9.161375	0.045982	-0.001186	-0.498744	0.993216	-0.058443	0.068370	-0.073697
49973	-62.0000	-1.134665	-1.302725	9.105167	0.054872	-0.098305	-0.545760	0.993230	-0.058343	0.068562	-0.073413
49974	-62.0000	-1.167004	-1.228388	8.964807	0.016886	-0.041516	-0.689278	0.993258	-0.057891	0.068843	-0.073125
49975	-62.0000	-1.210919	-1.066680	8.796797	-0.022473	0.097721	-0.869662	0.993266	-0.057560	0.069317	-0.072829
49976	-62.0000	-1.237725	-0.915128	8.588367	-0.048103	0.226911	-1.090551	0.993217	-0.057910	0.070086	-0.072494
49977	-61.0000	-1.241665	-0.948430	8.691750	-0.022962	0.216894	-0.984317	0.993100	-0.058976	0.071230	-0.072117
49978	-62.0000	-1.254415	-1.219360	8.674904	-0.050462	-0.032592	-0.963356	0.992971	-0.060023	0.072593	-0.071673
49979	-61.0000	-1.176995	-1.247629	8.475309	0.017625	-0.083669	-1.165990	0.992859	-0.060504	0.074171	-0.071195
49980	-61.0000	-1.299859	-1.051894	8.229484	-0.084623	0.101602	-1.416084	0.992733	-0.060644	0.076179	-0.070714
49981	-61.0000	-1.346646	-0.740841	8.056448	-0.081479	0.397326	-1.620984	0.992552	-0.061247	0.078503	-0.070189
49982	-60.0000	-1.417557	-0.505863	7.796338	-0.121880	0.626271	-1.898085	0.992253	-0.063304	0.081240	-0.069476
49983	-60.0000	-1.523209	-0.839032	7.824554	-0.209667	0.357402	-1.807965	0.991804	-0.066767	0.084716	-0.068483
49984	-61.0000	-1.601116	-1.494295	7.748390	-0.316760	-0.237158	-1.770491	0.991339	-0.069842	0.088568	-0.067261
49985	-60.0000	-1.566383	-1.545322	7.496934	-0.267258	-0.294256	-2.009667	0.990904	-0.071465	0.092880	-0.066153
49986	-60.0000	-1.735998	-1.222798	7.289673	-0.361663	0.032794	-2.228765	0.990419	-0.072486	0.097811	-0.065190
49987	-61.0000	-1.814594	-0.874240	7.289155	-0.315557	0.400828	-2.267630	0.989760	-0.074354	0.103544	-0.064225
49988	-61.0000	-1.906679	-1.878316	7.639718	-0.338784	-0.496673	-1.740129	0.988948	-0.076693	0.110199	-0.062894
49989	-62.0000	-2.215975	-2.523333	7.764962	-0.562320	-1.057906	-1.437973	0.988245	-0.076627	0.117057	-0.061626
49990	-63.0000	-2.478574	-1.915940	7.941743	-0.589929	-0.430338	-1.306761	0.987592	-0.074261	0.124346	-0.060707
49991	-64.0000	-2.789638	-1.352329	7.964716	-0.701669	0.118977	-1.295675	0.986837	-0.071674	0.131920	-0.060105
49992	-65.0000	-2.927009	-0.946682	8.128197	-0.616674	0.516302	-1.159211	0.985869	-0.070291	0.139852	-0.059683
49993	-65.0000	-3.038450	-1.262027	8.216859	-0.585176	0.214684	-0.983684	0.984686	-0.070490	0.148138	-0.058993
49994	-64.0000	-2.979592	-2.012360	8.459006	-0.371348	-0.504980	-0.642778	0.983381	-0.070852	0.156784	-0.057978
49995	-64.0000	-3.297220	-2.411304	8.276995	-0.605868	-0.895318	-0.646234	0.982125	-0.069527	0.165305	-0.057187
49996	-62.0000	-3.623343	-2.014400	8.258665	-0.727658	-0.506033	-0.614634	0.980835	-0.066956	0.173830	-0.057127
49997	-63.0000	-4.050079	-1.686163	8.202685	-0.961104	-0.181813	-0.562212	0.979402	-0.064425	0.182436	-0.057784
49998	-63.0000	-4.229629	-1.501819	8.325835	-0.905537	-0.001365	-0.397678	0.977782	-0.062836	0.191183	-0.058683
49999	-62.0000	-4.169940	-2.275491	8.332092	-0.750126	-0.799878	-0.284569	0.976019	-0.061525	0.200196	-0.059352
50000	-61.0000	-4.214968	-2.049483	8.037513	-0.725167	-0.641112	-0.559108	0.974307	-0.058683	0.208968	-0.060125
50001	-62.0000	-4.474498	-1.540169	7.845780	-0.830487	-0.172812	-0.689785	0.972377	-0.055872	0.218281	-0.060950
50002	-62.0000	-5.246053	-1.142992	8.069874	-1.210004	0.305212	-0.200716	0.970196	-0.053985	0.227965	-0.061940
50003	-66.0000	-5.701138	-0.930805	8.194484	-1.345670	0.569982	0.105980	0.967847	-0.053730	0.237566	-0.062834
50004	-71.0000	-5.256452	-1.751661	8.131975	-0.864183	-0.310613	-0.015697	0.965300	-0.054196	0.247453	-0.063444
50005	-80.0000	-4.848734	-1.834997	7.812279	-0.482923	-0.489078	-0.462079	0.962766	-0.052962	0.257170	-0.064340
50006	-66.0000	-4.946750	-1.384030	7.450627	-0.525361	-0.081830	-0.778739	0.960082	-0.051546	0.267012	-0.065496
50007	-61.0000	-5.780054	-0.819004	7.605045	-0.905929	0.597864	-0.287199	0.957124	-0.051188	0.277171	-0.066855
50008	-60.0000	-6.659662	-0.688435	7.840870	-1.292420	0.894054	0.377040	0.954001	-0.053065	0.287172	-0.067816
50009	-58.0000	-6.224213	-1.837255	7.750792	-0.879532	-0.266375	0.254213	0.950745	-0.056511	0.297044	-0.068231
50010	-60.0000	-5.985998	-3.052137	7.093821	-0.971888	-1.511320	-0.208624	0.947425	-0.057290	0.307089	-0.069281
50011	-63.0000	-6.310955	-2.133775	7.231794	-0.865206	-0.555749	-0.034189	0.944003	-0.054767	0.317398	-0.071536
50012	-68.0000	-6.798938	-1.261048	7.328465	-0.894068	0.354355	0.216921	0.940338	-0.052309	0.328020	-0.073694
50013	-66.0000	-7.160050	-1.421734	6.955579	-1.200197	0.214343	0.196160	0.936475	-0.051535	0.338689	-0.075162
50014	-60.0000	-7.531333	-1.622317	6.893347	-1.313406	0.077709	0.440870	0.932430	-0.051934	0.349374	-0.076252
50015	-58.0000	-7.910575	-1.649018	6.779687	-1.436178	0.127108	0.636088	0.928195	-0.052914	0.360096	-0.077357
50016	-56.0000	-7.782379	-2.071474	7.033534	-0.971073	-0.282572	0.831520	0.923771	-0.053403	0.370880	-0.079018
50017	-57.0000	-7.671820	-2.226141	7.579566	-0.281016	-0.434095	1.186844	0.919163	-0.051816	0.381799	-0.081760
50018	-59.0000	-7.745520	-1.533892	7.172741	-0.309245	0.208387	0.848014	0.914786	-0.048478	0.391939	-0.084858
50019	-63.0000	-7.626463	-1.223170	6.371818	-0.558505	0.424328	0.175476	0.910454	-0.045633	0.401672	-0.087473
50020	-71.0000	-7.707179	-1.384500	5.422081	-1.133470	0.240622	-0.359089	0.906042	-0.044392	0.411227	-0.089492
50021	-64.0000	-7.805317	-1.343737	5.922168	-0.602333	0.302641	0.053515	0.901071	-0.044640	0.421670	-0.090958
50022	-60.0000	-8.001889	-2.581777	6.283744	-0.363623	-0.863327	0.641919	0.895905	-0.045064	0.432266	-0.092029
50023	-58.0000	-8.455813	-2.637395	6.035615	-0.606949	-0.837823	0.855518	0.890808	-0.042965	0.442333	-0.094635
50024	-56.0000	-9.170808	-2.133354	5.355820	-1.276978	-0.220114	0.941658	0.885508	-0.040365	0.452442	-0.097682
50025	-57.0000	-9.475507	-1.746058	4.955182	-1.484946	0.212539	0.917292	0.879927	-0.038715	0.462693	-0.100721
50026	-56.0000	-9.602168	-1.668409	5.350685	-0.964617	0.310487	1.259006	0.874059	-0.038395	0.473091	-0.103595
50027	-55.0000	-9.011002	-1.887751	5.683312	-0.147802	-0.030985	1.005526	0.868101	-0.038117	0.483327	-0.106499
50028	-54.0000	-8.509587	-2.424116	5.817430	0.383717	-0.676375	0.747747	0.862134	-0.036089	0.493258	-0.110087
50029	-54.0000	-8.678183	-2.004437	5.571132	0.375455	-0.257396	0.682775	0.856201	-0.031828	0.502782	-0.114527
50030	-54.0000	-9.150532	-1.275100	5.060804	0.046592	0.534490	0.707660	0.850332	-0.027422	0.511933	-0.118781
