// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B43DF7
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	RSSI	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Quat_q0	Quat_q1	Quat_q2	Quat_q3
49877	-58.0000	-0.592526	-2.653182	9.944878	-0.212894	-0.044059	0.494773	-0.981163	0.119758	-0.037591	0.146844
49878	-59.0000	-0.743744	-2.648474	10.019990	-0.323893	0.015884	0.573002	-0.981330	0.119510	-0.038581	0.145670
49879	-59.0000	-0.814181	-2.701774	10.095966	-0.376736	-0.007746	0.663427	-0.981493	0.119050	-0.039459	0.144711
49880	-60.0000	-0.684646	-2.768256	10.083259	-0.255528	-0.121332	0.662237	-0.981605	0.118832	-0.040149	0.143942
49881	-60.0000	-0.518594	-2.936812	9.924357	-0.145996	-0.368241	0.542491	-0.981690	0.118754	-0.040791	0.143242
49882	-60.0000	-0.583735	-3.089445	9.958995	-0.233548	-0.490335	0.616695	-0.981786	0.118413	-0.041214	0.142745
49883	-60.0000	-0.762906	-2.941511	10.111010	-0.340123	-0.277500	0.735978	-0.981865	0.117886	-0.041488	0.142559
49884	-60.0000	-0.815418	-2.781224	10.226610	-0.330797	-0.098271	0.811087	-0.981885	0.117442	-0.041617	0.142750
49885	-60.0000	-0.682036	-2.658311	10.206675	-0.173022	-0.032577	0.755047	-0.981821	0.117309	-0.041607	0.143299
49886	-60.0000	-0.644080	-2.568846	9.973502	-0.142779	-0.012064	0.505453	-0.981726	0.117289	-0.041500	0.143995
49887	-60.0000	-0.659395	-2.477823	9.772067	-0.161220	0.033302	0.288828	-0.981653	0.117205	-0.041273	0.144629
49888	-60.0000	-0.702365	-2.349701	9.708995	-0.181241	0.149966	0.198489	-0.981609	0.116996	-0.040987	0.145172
49889	-60.0000	-0.678337	-2.252059	9.738881	-0.135217	0.236526	0.202475	-0.981593	0.116681	-0.040709	0.145611
49890	-60.0000	-0.616948	-2.130612	9.658471	-0.058895	0.309521	0.092206	-0.981578	0.116445	-0.040481	0.145969
49891	-60.0000	-0.537200	-1.987337	9.610838	0.047234	0.407041	0.007618	-0.981549	0.116427	-0.040371	0.146206
49892	-61.0000	-0.489453	-2.071337	9.675353	0.075173	0.330384	0.088204	-0.981513	0.116558	-0.040313	0.146358
49893	-62.0000	-0.564116	-2.236115	9.781552	-0.030243	0.224358	0.234498	-0.981493	0.116582	-0.040299	0.146482
49894	-62.0000	-0.676687	-2.394427	9.927200	-0.164825	0.139596	0.419313	-0.981519	0.116272	-0.040369	0.146535
49895	-62.0000	-0.659863	-2.431672	10.000315	-0.150575	0.107132	0.498500	-0.981562	0.115736	-0.040456	0.146643
49896	-60.0000	-0.616859	-2.435288	10.029281	-0.108333	0.086549	0.525513	-0.981595	0.115222	-0.040451	0.146828
49897	-60.0000	-0.611360	-2.304060	9.967816	-0.076595	0.185222	0.434246	-0.981608	0.114866	-0.040335	0.147053
49898	-60.0000	-0.580047	-2.286642	9.884661	-0.055694	0.169193	0.348020	-0.981611	0.114660	-0.040155	0.147246
49899	-59.0000	-0.563498	-2.266609	9.814110	-0.047268	0.164247	0.274066	-0.981626	0.114443	-0.039943	0.147369
49900	-60.0000	-0.645739	-2.320076	9.845584	-0.142497	0.140719	0.321174	-0.981669	0.114076	-0.039713	0.147429
49901	-59.0000	-0.696237	-2.354560	9.911573	-0.199668	0.129736	0.395705	-0.981735	0.113559	-0.039402	0.147472
49902	-59.0000	-0.679125	-2.118089	9.845504	-0.132057	0.321057	0.274975	-0.981814	0.113050	-0.039117	0.147415
49903	-58.0000	-0.598309	-2.154008	9.855187	-0.071997	0.257110	0.289349	-0.981892	0.112634	-0.038729	0.147313
49904	-58.0000	-0.490480	-2.252989	9.798767	-0.011348	0.114235	0.253055	-0.981952	0.112293	-0.038404	0.147264
49905	-58.0000	-0.596287	-2.311674	9.869742	-0.127479	0.099990	0.340388	-0.982002	0.111949	-0.038160	0.147254
49906	-57.0000	-0.627162	-2.160367	9.852665	-0.121881	0.240384	0.289930	-0.982048	0.111622	-0.037952	0.147249
49907	-57.0000	-0.675373	-2.124917	9.931906	-0.154642	0.299836	0.360825	-0.982082	0.111436	-0.037695	0.147226
49908	-56.0000	-0.454266	-2.370087	9.822416	-0.030994	-0.018264	0.301769	-0.982080	0.111434	-0.037342	0.147332
49909	-56.0000	-0.433382	-2.327938	9.613694	-0.026974	-0.028686	0.088256	-0.982070	0.111372	-0.037215	0.147480
49910	-56.0000	-0.628240	-2.123421	9.796252	-0.137660	0.256063	0.226518	-0.982075	0.111194	-0.037187	0.147584
49911	-56.0000	-0.627041	-2.352085	9.951813	-0.186391	0.072047	0.430561	-0.982078	0.111018	-0.037060	0.147732
49912	-56.0000	-0.548866	-2.327517	9.822304	-0.120623	0.044237	0.295712	-0.982045	0.111123	-0.037055	0.147869
49913	-56.0000	-0.620286	-2.164275	9.815322	-0.144175	0.219578	0.254109	-0.982021	0.111335	-0.036953	0.147895
49914	-56.0000	-0.416555	-2.152895	9.772110	0.046380	0.164830	0.200967	-0.981998	0.111541	-0.036772	0.147938
49915	-56.0000	-0.357365	-2.343114	9.665402	0.036350	-0.049081	0.138903	-0.981989	0.111632	-0.036775	0.147928
49916	-56.0000	-0.459487	-2.303719	9.631413	-0.052717	0.009163	0.100914	-0.982034	0.111375	-0.036868	0.147804
49917	-56.0000	-0.613366	-2.131844	9.782345	-0.133203	0.239410	0.214285	-0.982100	0.110944	-0.037013	0.147654
49918	-56.0000	-0.632951	-2.050590	9.908134	-0.113795	0.340184	0.318847	-0.982146	0.110736	-0.037108	0.147477
49919	-57.0000	-0.617716	-2.074203	9.888265	-0.105414	0.307952	0.304413	-0.982170	0.110854	-0.037257	0.147195
49920	-57.0000	-0.568797	-2.178537	9.814794	-0.092190	0.184036	0.254952	-0.982189	0.111129	-0.037374	0.146830
49921	-58.0000	-0.483029	-2.331471	9.800136	-0.051216	0.017301	0.272391	-0.982207	0.111356	-0.037472	0.146512
49922	-58.0000	-0.516824	-2.488061	9.842765	-0.119328	-0.108582	0.351541	-0.982253	0.111312	-0.037602	0.146204
49923	-58.0000	-0.522351	-2.462312	9.902213	-0.107571	-0.074784	0.403598	-0.982310	0.111018	-0.037803	0.145992
49924	-58.0000	-0.632299	-2.398824	9.908329	-0.190822	0.010478	0.399688	-0.982360	0.110631	-0.038004	0.145895
49925	-58.0000	-0.578436	-2.273735	9.944438	-0.098563	0.111406	0.403680	-0.982391	0.110349	-0.038105	0.145873
49926	-57.0000	-0.543072	-2.269726	9.958644	-0.060510	0.103646	0.415058	-0.982398	0.110271	-0.038218	0.145855
49927	-57.0000	-0.490714	-2.319864	9.841122	-0.035692	0.015666	0.309997	-0.982401	0.110233	-0.038284	0.145845
49928	-57.0000	-0.539339	-2.399999	9.826163	-0.104724	-0.049598	0.316031	-0.982412	0.110116	-0.038368	0.145836
49929	-57.0000	-0.676024	-2.375007	9.856742	-0.223236	0.016047	0.346197	-0.982445	0.109837	-0.038503	0.145793
49930	-58.0000	-0.648640	-2.305209	9.944199	-0.166382	0.083645	0.414098	-0.982492	0.109426	-0.038637	0.145750
49931	-58.0000	-0.566753	-2.215741	9.908768	-0.066140	0.127064	0.355590	-0.982535	0.109022	-0.038734	0.145736
49932	-58.0000	-0.471366	-2.298020	9.891664	0.000536	0.011365	0.353332	-0.982544	0.108724	-0.038795	0.145878
49933	-58.0000	-0.488643	-2.289334	9.839773	-0.018841	0.008301	0.301685	-0.982530	0.108457	-0.038904	0.146145
49934	-58.0000	-0.682109	-2.032230	9.844248	-0.129912	0.302067	0.256887	-0.982510	0.108294	-0.039045	0.146360
49935	-57.0000	-0.778442	-1.891797	9.868820	-0.177509	0.466289	0.253570	-0.982494	0.108443	-0.039162	0.146325
49936	-57.0000	-0.697613	-2.072773	9.842097	-0.150742	0.270723	0.264709	-0.982500	0.108616	-0.039289	0.146129
49937	-58.0000	-0.666249	-2.264823	9.860123	-0.168845	0.086906	0.324338	-0.982526	0.108618	-0.039445	0.145910
49938	-57.0000	-0.628410	-2.326608	9.965307	-0.135502	0.036990	0.438928	-0.982567	0.108441	-0.039546	0.145733
49939	-56.0000	-0.597951	-2.234784	9.980261	-0.077162	0.112594	0.431276	-0.982604	0.108263	-0.039677	0.145585
49940	-56.0000	-0.646374	-2.288751	9.992085	-0.136204	0.075210	0.457353	-0.982632	0.108111	-0.039656	0.145514
49941	-55.0000	-0.634080	-2.456037	10.011525	-0.170976	-0.084790	0.513414	-0.982663	0.107845	-0.039510	0.145537
49942	-56.0000	-0.557295	-2.494432	10.054220	-0.108145	-0.142086	0.559786	-0.982714	0.107340	-0.039339	0.145612
49943	-56.0000	-0.644764	-2.174654	10.050113	-0.109649	0.170294	0.488215	-0.982790	0.106674	-0.039079	0.145661
49944	-55.0000	-0.745549	-1.942578	10.005498	-0.153853	0.396168	0.398033	-0.982876	0.106106	-0.038776	0.145578
49945	-55.0000	-0.720249	-2.093183	10.001060	-0.180136	0.237996	0.426076	-0.982956	0.105704	-0.038404	0.145425
49946	-64.0000	-0.587314	-2.303868	9.894088	-0.132599	-0.026037	0.362157	-0.983020	0.105339	-0.037953	0.145382
49947	-55.0000	-0.633934	-2.224746	9.790504	-0.176517	0.034263	0.245791	-0.983075	0.104882	-0.037502	0.145452
49948	-55.0000	-0.712837	-1.859236	9.738879	-0.166364	0.382700	0.118904	-0.983121	0.104545	-0.037008	0.145511
49949	-55.0000	-0.635654	-1.699782	9.709120	-0.061241	0.500287	0.051707	-0.983164	0.104445	-0.036567	0.145404
49950	-56.0000	-0.560740	-1.915626	9.763368	-0.051601	0.287250	0.148348	-0.983192	0.104476	-0.036235	0.145277
49951	-56.0000	-0.518743	-2.172343	9.725034	-0.092572	0.027171	0.165045	-0.983217	0.104367	-0.035982	0.145252
49952	-56.0000	-0.546811	-2.204239	9.784340	-0.126310	0.013270	0.230959	-0.983248	0.104031	-0.035880	0.145306
49953	-56.0000	-0.548529	-2.013658	9.824625	-0.072857	0.194303	0.229020	-0.983266	0.103775	-0.035874	0.145370
49954	-55.0000	-0.527400	-2.030868	9.825253	-0.057376	0.169660	0.232516	-0.983250	0.103784	-0.035932	0.145453
49955	-56.0000	-0.586488	-2.013219	9.796962	-0.110139	0.200581	0.203556	-0.983221	0.104047	-0.036008	0.145448
49956	-57.0000	-0.536651	-2.119611	9.790047	-0.091092	0.090014	0.217734	-0.983212	0.104304	-0.036022	0.145320
49957	-56.0000	-0.438859	-2.163659	9.823658	-0.004427	0.030191	0.255944	-0.983212	0.104431	-0.036133	0.145196
49958	-56.0000	-0.489054	-2.220921	9.900830	-0.058035	0.005917	0.345792	-0.983226	0.104287	-0.036237	0.145183
49959	-56.0000	-0.605747	-2.170152	9.964371	-0.147215	0.095805	0.401730	-0.983245	0.104037	-0.036350	0.145201
49960	-55.0000	-0.657723	-2.086530	10.062140	-0.163423	0.204123	0.481219	-0.983270	0.103876	-0.036303	0.145163
49961	-56.0000	-0.671728	-2.125355	10.107897	-0.184671	0.179159	0.534860	-0.983287	0.103860	-0.036187	0.145088
49962	-56.0000	-0.619942	-2.182523	10.036765	-0.160925	0.097122	0.475610	-0.983297	0.103901	-0.036043	0.145029
49963	-56.0000	-0.574603	-2.132889	9.972062	-0.113929	0.118887	0.399770	-0.983302	0.103935	-0.035832	0.145017
49964	-56.0000	-0.531827	-2.180028	9.868161	-0.101179	0.042229	0.306796	-0.983320	0.103869	-0.035611	0.144999
49965	-56.0000	-0.555249	-2.164046	9.848712	-0.126006	0.057764	0.285298	-0.983349	0.103624	-0.035389	0.145033
49966	-56.0000	-0.607005	-2.082159	9.993279	-0.143868	0.171667	0.410780	-0.983403	0.103199	-0.035129	0.145034
49967	-56.0000	-0.530023	-2.123869	9.950914	-0.093491	0.093717	0.375291	-0.983460	0.102737	-0.034800	0.145057
49968	-56.0000	-0.491257	-2.075257	9.848606	-0.060392	0.100517	0.263488	-0.983502	0.102358	-0.034543	0.145100
49969	-56.0000	-0.540713	-1.948931	9.763741	-0.086947	0.210219	0.155742	-0.983547	0.101988	-0.034313	0.145109
49970	-56.0000	-0.531167	-1.958779	9.745277	-0.086762	0.190007	0.139486	-0.983573	0.101839	-0.034175	0.145068
49971	-56.0000	-0.529996	-1.841192	9.758118	-0.053462	0.301489	0.127031	-0.983593	0.101893	-0.034129	0.144909
49972	-56.0000	-0.440507	-1.967694	9.674245	-0.010439	0.143022	0.068421	-0.983606	0.102098	-0.034204	0.144659
49973	-56.0000	-0.346054	-2.084804	9.629442	0.046533	-0.000430	0.045819	-0.983621	0.102207	-0.034412	0.144426
49974	-56.0000	-0.362874	-2.078451	9.530100	0.029051	-0.008912	-0.051873	-0.983644	0.102187	-0.034838	0.144182
49975	-57.0000	-0.452782	-1.898892	9.507530	0.001384	0.179501	-0.108478	-0.983653	0.102209	-0.035506	0.143944
49976	-57.0000	-0.495352	-1.799189	9.504756	0.003856	0.286018	-0.130694	-0.983623	0.102562	-0.036412	0.143670
49977	-57.0000	-0.554612	-1.907672	9.532845	-0.058407	0.214312	-0.077568	-0.983563	0.103290	-0.037518	0.143276
49978	-57.0000	-0.429713	-2.027387	9.374022	0.038445	0.046289	-0.212504	-0.983500	0.104126	-0.038931	0.142724
49979	-58.0000	-0.402775	-2.117198	9.310790	0.066464	-0.048477	-0.256084	-0.983447	0.104797	-0.040736	0.142094
49980	-58.0000	-0.494355	-2.038477	9.290959	0.038118	0.053060	-0.288126	-0.983391	0.105291	-0.042903	0.141477
49981	-59.0000	-0.582135	-1.768414	9.134631	0.055356	0.304819	-0.495421	-0.983318	0.105958	-0.045478	0.140679
49982	-59.0000	-0.726532	-1.587449	9.091755	0.015366	0.518092	-0.569373	-0.983178	0.107320	-0.048491	0.139614
49983	-60.0000	-0.824623	-1.794090	9.029460	-0.076437	0.362763	-0.577321	-0.982949	0.109463	-0.051884	0.138339
49984	-60.0000	-0.710872	-2.274379	8.902658	-0.035395	-0.115539	-0.597470	-0.982669	0.111727	-0.055780	0.136997
49985	-61.0000	-0.747060	-2.371798	8.793383	-0.026555	-0.192939	-0.676580	-0.982372	0.113620	-0.060253	0.135664
49986	-62.0000	-0.942813	-2.020173	8.897077	-0.016885	0.232729	-0.643570	-0.982058	0.115321	-0.065188	0.134212
49987	-64.0000	-1.115857	-1.702197	9.034474	0.020363	0.629139	-0.573257	-0.981664	0.117523	-0.070623	0.132428
49988	-65.0000	-1.048680	-2.181915	8.828997	0.047916	0.149726	-0.659244	-0.981073	0.120634	-0.076847	0.130532
49989	-72.0000	-1.019407	-3.342342	8.559051	-0.118630	-0.969143	-0.619602	-0.980386	0.123242	-0.083784	0.128979
49990	-65.0000	-1.348113	-3.556743	8.632251	-0.329187	-1.054790	-0.444602	-0.979846	0.123579	-0.091043	0.127832
49991	-64.0000	-1.732338	-2.566619	9.035302	-0.245280	0.038401	-0.264819	-0.979430	0.122264	-0.098443	0.126799
49992	-63.0000	-2.084985	-1.639418	9.294798	-0.168220	1.019618	-0.202373	-0.978880	0.121398	-0.106425	0.125423
49993	-62.0000	-2.117113	-1.935347	9.226468	-0.120826	0.714245	-0.177940	-0.978050	0.122241	-0.114870	0.123612
49994	-61.0000	-1.885141	-2.893064	9.018491	0.013823	-0.287261	-0.160161	-0.976935	0.124294	-0.123808	0.121742
49995	-60.0000	-1.884149	-3.548826	8.696595	-0.026664	-0.963542	-0.281529	-0.975723	0.125561	-0.133143	0.120298
49996	-60.0000	-2.510714	-3.121202	8.533847	-0.392794	-0.445471	-0.404362	-0.974609	0.124827	-0.142711	0.119115
49997	-59.0000	-3.101222	-2.326278	8.757482	-0.538649	0.463544	-0.262047	-0.973565	0.123239	-0.152101	0.117683
49998	-59.0000	-3.377271	-2.291903	8.889092	-0.562054	0.548277	-0.063067	-0.972344	0.122154	-0.161711	0.116082
49999	-59.0000	-3.162557	-3.045322	8.718207	-0.371508	-0.290724	-0.062968	-0.970816	0.121757	-0.171709	0.114925
50000	-59.0000	-3.139646	-3.603838	8.498546	-0.334982	-0.902282	-0.110079	-0.969116	0.120669	-0.182035	0.114523
50001	-60.0000	-3.551824	-3.259425	8.811085	-0.332294	-0.456781	0.214872	-0.967407	0.118452	-0.192151	0.114761
50002	-61.0000	-4.060341	-2.403517	9.042089	-0.346472	0.474095	0.369358	-0.965561	0.116580	-0.202314	0.114761
50003	-63.0000	-4.620610	-1.992421	8.754131	-0.684767	0.917621	0.219242	-0.963440	0.115925	-0.212919	0.114065
50004	-65.0000	-4.514777	-2.409840	8.354318	-0.621846	0.400976	-0.043667	-0.961052	0.116482	-0.223633	0.113130
50005	-67.0000	-4.007074	-3.177317	8.068260	-0.223254	-0.524775	-0.277496	-0.958492	0.116820	-0.234417	0.112676
50006	-72.0000	-3.809624	-2.901651	8.021229	0.174234	-0.348322	-0.478999	-0.955902	0.115960	-0.245186	0.112647
50007	-78.0000	-4.820249	-2.243542	8.440004	-0.165815	0.585167	0.143608	-0.953191	0.114937	-0.256083	0.112416
50008	-74.0000	-5.500384	-1.948876	8.279663	-0.554427	0.995375	0.252240	-0.950371	0.115079	-0.266737	0.111374
50009	-66.0000	-5.329612	-2.213422	7.855102	-0.451826	0.620042	-0.096025	-0.947159	0.116538	-0.277991	0.109677
50010	-63.0000	-5.328091	-3.558881	7.699323	-0.488133	-0.680870	0.168631	-0.943584	0.117826	-0.289807	0.108531
50011	-62.0000	-5.464130	-4.000465	7.677477	-0.430312	-1.080790	0.358164	-0.940126	0.117003	-0.301139	0.108578
50012	-60.0000	-5.785966	-3.410416	7.812361	-0.300083	-0.450515	0.475360	-0.936695	0.114990	-0.312079	0.109486
50013	-59.0000	-6.030660	-2.764319	7.683479	-0.258454	0.169907	0.333544	-0.932980	0.113451	-0.323136	0.110724
50014	-59.0000	-6.452450	-2.249631	7.419110	-0.442224	0.711615	0.238731	-0.928813	0.112797	-0.334824	0.111699
50015	-59.0000	-6.918596	-2.198509	7.301431	-0.605945	0.859076	0.429394	-0.924311	0.112618	-0.346949	0.112214
50016	-59.0000	-7.104052	-2.927007	7.045653	-0.741741	0.174738	0.583924	-0.919692	0.112811	-0.358928	0.112300
50017	-60.0000	-7.087495	-3.838389	6.998373	-0.620038	-0.713705	0.819531	-0.915276	0.112610	-0.370024	0.112564
50018	-62.0000	-6.528853	-3.780205	6.588532	-0.279748	-0.896405	0.159214	-0.910954	0.110938	-0.380721	0.113607
50019	-63.0000	-6.521425	-3.013753	6.497184	-0.031165	-0.224803	-0.129229	-0.906400	0.108243	-0.391772	0.115057
50020	-63.0000	-6.693814	-2.455905	6.238976	-0.043898	0.275117	-0.342676	-0.901457	0.105400	-0.403415	0.116283
50021	-62.0000	-7.496635	-2.801501	6.639862	-0.057496	0.167369	0.584351	-0.896182	0.102932	-0.415365	0.117197
50022	-61.0000	-7.089943	-3.380746	6.193385	0.030021	-0.587561	0.172497	-0.890943	0.101495	-0.426548	0.118216
50023	-61.0000	-7.458683	-3.283027	5.785715	-0.263598	-0.451311	0.167618	-0.885378	0.099828	-0.438048	0.119391
50024	-61.0000	-8.392600	-3.210549	5.814806	-0.532220	-0.139176	0.875962	-0.879831	0.097343	-0.449172	0.121107
50025	-62.0000	-8.674507	-2.752031	5.712829	-0.462475	0.329707	0.917117	-0.873976	0.094131	-0.460463	0.123607
50026	-64.0000	-8.750759	-2.443933	5.587245	-0.304042	0.590158	0.832445	-0.867772	0.091006	-0.472045	0.125949
50027	-66.0000	-8.330443	-2.961475	5.197058	-0.220434	-0.092534	0.439792	-0.861487	0.088564	-0.483430	0.127645
50028	-68.0000	-8.058449	-3.883940	4.949156	-0.176066	-1.100196	0.349576	-0.855120	0.086122	-0.494435	0.129948
50029	-71.0000	-8.157354	-4.112547	4.852193	-0.115328	-1.331467	0.444464	-0.848880	0.082232	-0.504840	0.133335
50030	-68.0000	-8.486497	-3.451532	4.977283	0.145223	-0.659822	0.591486	-0.842903	0.076773	-0.514468	0.137635
50031	-63.0000	-8.585480	-2.095254	5.031220	0.567409	0.585631	0.323590	-0.836572	0.071363	-0.524397	0.141641
