// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B43DF0
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	RSSI	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Quat_q0	Quat_q1	Quat_q2	Quat_q3
49836	-58.0000	-1.087625	2.962555	8.741280	0.006831	-0.069224	-0.519475	0.047723	0.064802	-0.160835	-0.983695
49837	-58.0000	-0.950278	3.514786	9.030385	-0.074520	-0.426382	-0.085597	0.050073	0.062264	-0.165353	-0.982992
49838	-59.0000	-1.064812	3.342208	8.910039	0.092589	-0.202884	-0.239676	0.052146	0.059795	-0.169008	-0.982416
49839	-60.0000	-0.886527	3.363760	8.743758	-0.012079	-0.221493	-0.405018	0.054014	0.057499	-0.172865	-0.981781
49840	-60.0000	-0.896717	3.646654	8.626670	0.080834	-0.448732	-0.415179	0.055793	0.055420	-0.176416	-0.981169
49841	-60.0000	-0.849497	3.604986	8.623223	0.069084	-0.348884	-0.434489	0.057565	0.053646	-0.179614	-0.980585
49842	-60.0000	-0.423679	3.756302	8.699603	-0.313862	-0.457897	-0.343588	0.059382	0.052205	-0.182615	-0.980000
49843	-60.0000	-0.355235	4.203968	9.063763	-0.354615	-0.705849	0.153613	0.061322	0.051195	-0.184602	-0.979561
49844	-62.0000	-0.672220	4.004669	9.038203	-0.031676	-0.458271	0.085155	0.063351	0.050170	-0.185059	-0.979399
49845	-63.0000	-0.898615	3.722832	8.957757	0.196963	-0.185672	-0.074356	0.065342	0.049403	-0.184964	-0.979325
49846	-62.0000	-0.687597	3.831233	9.266255	-0.016961	-0.215468	0.235589	0.067247	0.048997	-0.184114	-0.979377
49847	-63.0000	-0.608868	3.759383	9.541450	-0.121530	-0.094595	0.459560	0.069049	0.048904	-0.181894	-0.979671
49848	-63.0000	-0.717676	3.321386	9.700799	-0.074274	0.327162	0.460542	0.070563	0.048889	-0.178605	-0.980169
49849	-63.0000	-0.892172	2.877566	9.684873	0.056571	0.688026	0.306404	0.071618	0.048715	-0.174641	-0.980815
49850	-63.0000	-0.867829	2.433787	9.664548	-0.008131	1.012863	0.139874	0.072084	0.048441	-0.170819	-0.981467
49851	-64.0000	-0.885625	2.303916	9.800878	-0.012545	1.111608	0.232880	0.071993	0.048191	-0.167743	-0.982017
49852	-63.0000	-0.947064	2.163313	9.809663	0.039725	1.200216	0.205498	0.071412	0.047778	-0.165355	-0.982484
49853	-63.0000	-0.858894	2.129490	9.623635	-0.018212	1.120491	0.017412	0.070192	0.047277	-0.163844	-0.982849
49854	-62.0000	-0.802217	2.423840	9.504911	-0.013968	0.776046	-0.001499	0.068417	0.046723	-0.163164	-0.983114
49855	-60.0000	-0.750003	2.765254	9.497969	-0.013849	0.436846	0.098393	0.066469	0.045956	-0.163122	-0.983291
49856	-62.0000	-0.662077	2.961985	9.504132	-0.066689	0.243022	0.161113	0.064713	0.045043	-0.163465	-0.983393
49857	-62.0000	-0.572852	3.488843	9.687470	-0.101829	-0.200666	0.497336	0.063103	0.044010	-0.163926	-0.983468
49858	-60.0000	-0.452536	3.847288	9.638752	-0.158630	-0.569011	0.558570	0.061667	0.042727	-0.163518	-0.983684
49859	-62.0000	-0.278018	3.860798	9.450403	-0.288814	-0.680325	0.372931	0.060309	0.041391	-0.162263	-0.984033
49860	-62.0000	-0.378767	3.725867	9.370144	-0.173888	-0.592434	0.259244	0.058882	0.040127	-0.160724	-0.984424
49861	-60.0000	-0.520179	3.700637	9.303066	-0.009248	-0.600755	0.194872	0.057318	0.038821	-0.159297	-0.984800
49862	-61.0000	-0.400477	3.725461	9.090354	-0.084492	-0.730343	-0.007926	0.055727	0.037465	-0.158058	-0.985144
49863	-60.0000	-0.236636	3.598877	8.854299	-0.218659	-0.723941	-0.281971	0.054205	0.036236	-0.156972	-0.985448
49864	-59.0000	-0.161734	3.465423	8.631218	-0.272234	-0.689969	-0.539983	0.052596	0.035367	-0.156239	-0.985684
49865	-59.0000	-0.144484	3.611857	8.594369	-0.267136	-0.857542	-0.532451	0.050852	0.034934	-0.155266	-0.985944
49866	-59.0000	-0.271778	3.594079	8.653878	-0.149338	-0.837484	-0.476892	0.048983	0.034844	-0.153250	-0.986358
49867	-57.0000	-0.343945	3.151589	8.538290	-0.111896	-0.487201	-0.718562	0.047022	0.034965	-0.150621	-0.986853
49868	-58.0000	-0.215763	2.881143	8.451622	-0.264398	-0.315178	-0.890355	0.044948	0.035474	-0.148169	-0.987303
49869	-57.0000	-0.358947	2.969555	8.559209	-0.141860	-0.401636	-0.755895	0.042750	0.036406	-0.145614	-0.987747
49870	-57.0000	-0.655222	2.937852	8.628371	0.119808	-0.376366	-0.682915	0.040420	0.037624	-0.142713	-0.988223
49871	-57.0000	-0.611739	2.637166	8.606907	0.030944	-0.154670	-0.791461	0.038084	0.038846	-0.139759	-0.988690
49872	-57.0000	-0.343547	2.412587	8.601505	-0.277023	-0.014271	-0.876955	0.035774	0.040238	-0.137371	-0.989055
49873	-56.0000	-0.543962	2.572995	8.909707	-0.128360	-0.109351	-0.524498	0.033482	0.041930	-0.135804	-0.989282
49874	-57.0000	-0.669216	2.730173	9.119347	-0.050186	-0.227790	-0.272793	0.031274	0.043489	-0.134337	-0.989487
49875	-57.0000	-0.692892	2.658543	9.209440	-0.071166	-0.167789	-0.203924	0.029404	0.044831	-0.132538	-0.989727
49876	-57.0000	-0.676942	2.450308	9.235086	-0.125781	0.002049	-0.234947	0.027916	0.045926	-0.130756	-0.989957
49877	-58.0000	-0.603615	2.456916	9.360553	-0.233457	-0.007711	-0.119077	0.026795	0.046955	-0.129606	-0.990091
49878	-58.0000	-0.748384	2.842605	9.707040	-0.130004	-0.311619	0.324028	0.025959	0.047918	-0.128236	-0.990245
49879	-57.0000	-0.826814	2.832684	9.867449	-0.087093	-0.295660	0.481926	0.025293	0.048639	-0.126022	-0.990511
49880	-59.0000	-0.835899	2.446070	9.707479	-0.088252	-0.007083	0.232665	0.024724	0.049070	-0.123622	-0.990807
49881	-60.0000	-0.801709	2.265385	9.539207	-0.118534	0.086299	0.023450	0.024210	0.049350	-0.122087	-0.990996
49882	-60.0000	-0.732955	2.387009	9.419010	-0.174082	-0.086354	-0.070254	0.023808	0.049468	-0.121389	-0.991086
49883	-62.0000	-0.669694	2.502448	9.461606	-0.240128	-0.202343	-0.007886	0.023639	0.049597	-0.121093	-0.991119
49884	-63.0000	-0.755416	2.707275	9.632141	-0.167056	-0.365920	0.213095	0.023765	0.049642	-0.120483	-0.991189
49885	-62.0000	-0.851013	2.556042	9.649446	-0.076922	-0.226591	0.202904	0.024172	0.049490	-0.119359	-0.991322
49886	-64.0000	-0.843684	2.292092	9.611932	-0.083571	-0.001900	0.104353	0.024752	0.049192	-0.118149	-0.991468
49887	-65.0000	-0.768293	2.181748	9.533746	-0.145998	0.064290	-0.003653	0.025373	0.048818	-0.117394	-0.991560
49888	-65.0000	-0.746666	2.287718	9.469876	-0.146997	-0.065800	-0.043156	0.025980	0.048380	-0.116931	-0.991621
49889	-66.0000	-0.877161	2.231319	9.320776	0.005592	-0.045961	-0.188608	0.026509	0.047973	-0.116292	-0.991702
49890	-66.0000	-0.875222	2.126429	9.251129	0.013915	0.029551	-0.280110	0.026939	0.047741	-0.115725	-0.991768
49891	-66.0000	-0.773686	2.179847	9.345195	-0.089764	-0.018235	-0.185923	0.027283	0.047620	-0.115217	-0.991823
49892	-71.0000	-0.819068	2.039273	9.254960	-0.038091	0.092163	-0.300914	0.027578	0.047475	-0.114689	-0.991883
49893	-74.0000	-0.929845	1.881808	9.082899	0.085346	0.209000	-0.493144	0.027783	0.047388	-0.114529	-0.991900
49894	-76.0000	-0.932148	2.029877	9.149426	0.088554	0.080056	-0.395307	0.028032	0.047409	-0.114722	-0.991870
49895	-79.0000	-0.830884	2.198059	9.295243	-0.021111	-0.056813	-0.225211	0.028315	0.047636	-0.114700	-0.991853
49896	-79.0000	-0.854598	2.150443	9.438542	-0.018691	0.015621	-0.094653	0.028563	0.047944	-0.114015	-0.991910
49897	-68.0000	-0.820010	1.844972	9.417295	-0.069692	0.287992	-0.185957	0.028706	0.048219	-0.112824	-0.992029
49898	-71.0000	-0.846045	1.648216	9.289430	-0.044672	0.435100	-0.350415	0.028621	0.048524	-0.112051	-0.992104
49899	-68.0000	-0.834455	1.838889	9.291036	-0.053280	0.240504	-0.307926	0.028444	0.048840	-0.111979	-0.992102
49900	-67.0000	-0.867167	1.968047	9.300801	-0.022536	0.118807	-0.267245	0.028247	0.049195	-0.112076	-0.992079
49901	-65.0000	-0.874089	1.957116	9.386367	-0.033555	0.150163	-0.185926	0.028054	0.049673	-0.112228	-0.992044
49902	-64.0000	-0.809427	2.167518	9.639049	-0.125188	-0.005398	0.099368	0.027889	0.050198	-0.112120	-0.992034
49903	-74.0000	-0.853670	2.067322	9.600823	-0.090344	0.080243	0.044481	0.027833	0.050555	-0.111567	-0.992080
49904	-62.0000	-0.851562	1.837359	9.364566	-0.083358	0.246019	-0.235179	0.027879	0.050851	-0.111293	-0.992094
49905	-60.0000	-0.859881	2.019118	9.427311	-0.079281	0.081331	-0.133973	0.027998	0.051150	-0.111441	-0.992059
49906	-60.0000	-0.896927	2.188476	9.611379	-0.059670	-0.041745	0.085151	0.028214	0.051373	-0.111357	-0.992051
49907	-59.0000	-0.914935	2.058104	9.601988	-0.049374	0.081168	0.049464	0.028478	0.051490	-0.111078	-0.992068
49908	-59.0000	-0.898837	2.019351	9.512692	-0.059101	0.095653	-0.047220	0.028640	0.051609	-0.110998	-0.992066
49909	-59.0000	-0.782425	2.123632	9.557157	-0.176972	-0.004369	0.007186	0.028727	0.051741	-0.111102	-0.992045
49910	-59.0000	-0.858495	2.076029	9.563912	-0.106385	0.051647	0.010822	0.028772	0.051817	-0.111296	-0.992018
49911	-59.0000	-0.948916	2.199777	9.566924	-0.013237	-0.056711	0.049467	0.028789	0.051935	-0.111653	-0.991972
49912	-59.0000	-0.949898	2.207649	9.590855	-0.016391	-0.054553	0.074540	0.028925	0.052006	-0.111766	-0.991951
49913	-59.0000	-0.881267	2.133697	9.538773	-0.082682	0.002816	0.001111	0.029140	0.052021	-0.111746	-0.991946
49914	-60.0000	-0.869998	2.121551	9.591254	-0.099672	0.024759	0.048321	0.029408	0.052001	-0.111720	-0.991942
49915	-60.0000	-0.864904	2.187594	9.651591	-0.106568	-0.028769	0.120824	0.029648	0.051910	-0.111563	-0.991958
49916	-60.0000	-0.843677	2.167521	9.526541	-0.111545	-0.041147	-0.007037	0.029799	0.051733	-0.111292	-0.991993
49917	-60.0000	-0.909913	2.031027	9.408794	-0.036192	0.067710	-0.144568	0.029935	0.051627	-0.111126	-0.992013
49918	-60.0000	-0.923354	2.147472	9.471876	-0.022407	-0.031927	-0.056708	0.029993	0.051576	-0.111242	-0.992001
49919	-59.0000	-0.858542	2.193694	9.473576	-0.083969	-0.081136	-0.051315	0.030020	0.051563	-0.111133	-0.992013
49920	-59.0000	-0.871314	2.116420	9.491907	-0.076664	-0.002767	-0.049039	0.029970	0.051537	-0.111064	-0.992023
49921	-59.0000	-0.867860	2.176887	9.501760	-0.077317	-0.060894	-0.026688	0.029942	0.051465	-0.111032	-0.992032
49922	-58.0000	-0.887776	2.174250	9.477107	-0.053675	-0.062590	-0.049272	0.029931	0.051402	-0.111012	-0.992037
49923	-58.0000	-0.854647	2.194494	9.499585	-0.087220	-0.079399	-0.026247	0.029950	0.051379	-0.111086	-0.992030
49924	-59.0000	-0.842927	2.190425	9.508377	-0.098715	-0.073190	-0.019699	0.030032	0.051276	-0.111129	-0.992028
49925	-58.0000	-0.852400	2.178390	9.441958	-0.080290	-0.073129	-0.085882	0.030123	0.051153	-0.111240	-0.992019
49926	-58.0000	-0.840179	2.159150	9.418593	-0.087914	-0.058075	-0.113892	0.030252	0.050994	-0.111326	-0.992014
49927	-59.0000	-0.859331	2.161860	9.325141	-0.055651	-0.077790	-0.202214	0.030347	0.050871	-0.111354	-0.992014
49928	-58.0000	-0.861230	2.104939	9.246999	-0.046442	-0.037958	-0.290299	0.030409	0.050837	-0.111388	-0.992010
49929	-58.0000	-0.863440	2.048054	9.262327	-0.048974	0.022192	-0.287569	0.030407	0.050897	-0.111488	-0.991996
49930	-58.0000	-0.735950	2.127373	9.351952	-0.183058	-0.044627	-0.195472	0.030409	0.051012	-0.111470	-0.991992
49931	-58.0000	-0.753034	2.060358	9.258135	-0.161636	0.000002	-0.299587	0.030440	0.051165	-0.111274	-0.992005
49932	-58.0000	-0.830157	2.065708	9.156808	-0.076802	-0.024571	-0.389475	0.030486	0.051362	-0.111102	-0.992012
49933	-58.0000	-0.931791	1.983966	9.125954	0.018960	0.052180	-0.427363	0.030466	0.051658	-0.110884	-0.992022
49934	-57.0000	-0.866486	1.942207	9.163186	-0.058189	0.094180	-0.406589	0.030363	0.052012	-0.110932	-0.992002
49935	-56.0000	-0.809896	1.968086	9.268561	-0.133117	0.089857	-0.304285	0.030170	0.052500	-0.111217	-0.991950
49936	-57.0000	-0.835327	2.073410	9.390977	-0.127208	0.019359	-0.160191	0.029939	0.053078	-0.111451	-0.991900
49937	-56.0000	-0.866977	2.068608	9.526947	-0.123928	0.055990	-0.026217	0.029722	0.053741	-0.111370	-0.991880
49938	-56.0000	-0.930986	2.082014	9.593253	-0.080760	0.057858	0.047441	0.029482	0.054412	-0.111140	-0.991876
49939	-57.0000	-0.947523	1.986630	9.638060	-0.087291	0.156002	0.071883	0.029149	0.055050	-0.110879	-0.991880
49940	-57.0000	-0.937981	2.013859	9.701704	-0.115619	0.137420	0.138505	0.028701	0.055636	-0.110733	-0.991877
49941	-58.0000	-1.029547	2.074617	9.805124	-0.045808	0.102541	0.261628	0.028097	0.056119	-0.110592	-0.991882
49942	-59.0000	-1.070469	2.074433	9.770651	-0.010700	0.094498	0.232498	0.027435	0.056474	-0.110446	-0.991897
49943	-59.0000	-0.982314	2.146259	9.777660	-0.103401	0.015174	0.245298	0.026759	0.056741	-0.110202	-0.991927
49944	-59.0000	-0.989031	2.150834	9.666329	-0.089311	-0.018700	0.138888	0.026127	0.056961	-0.109864	-0.991969
49945	-60.0000	-0.974108	2.130742	9.660161	-0.109145	-0.008444	0.126913	0.025513	0.057127	-0.109562	-0.992009
49946	-68.0000	-0.958612	2.093770	9.622152	-0.125106	0.010665	0.080383	0.024885	0.057227	-0.109115	-0.992068
49947	-60.0000	-0.940937	2.091455	9.580232	-0.140190	-0.005936	0.037221	0.024215	0.057268	-0.108708	-0.992127
49948	-60.0000	-0.960449	2.232741	9.521875	-0.110665	-0.163905	0.012514	0.023499	0.057295	-0.108257	-0.992192
49949	-59.0000	-0.975091	2.137481	9.372502	-0.082238	-0.112690	-0.151220	0.022890	0.057212	-0.107541	-0.992289
49950	-58.0000	-0.958799	1.975818	9.221951	-0.085203	0.002132	-0.333222	0.022430	0.057138	-0.107115	-0.992350
49951	-59.0000	-0.946847	2.048837	9.205247	-0.092569	-0.076512	-0.335536	0.022120	0.057127	-0.107243	-0.992344
49952	-57.0000	-0.985305	2.213814	9.245757	-0.054988	-0.224589	-0.257460	0.021960	0.057189	-0.107428	-0.992324
49953	-57.0000	-0.946662	2.193119	9.162260	-0.085999	-0.221916	-0.347155	0.021908	0.057304	-0.107428	-0.992318
49954	-58.0000	-0.959644	2.214817	9.091505	-0.066690	-0.257532	-0.409974	0.021968	0.057484	-0.107358	-0.992314
49955	-56.0000	-1.006270	2.146618	9.124911	-0.030492	-0.182473	-0.386643	0.022127	0.057749	-0.107314	-0.992300
49956	-57.0000	-1.023037	2.075329	9.166510	-0.026309	-0.101808	-0.359252	0.022394	0.058078	-0.107508	-0.992254
49957	-56.0000	-0.976599	2.105043	9.331691	-0.098406	-0.094505	-0.197762	0.022681	0.058531	-0.107850	-0.992183
49958	-55.0000	-1.065199	2.194690	9.516006	-0.038727	-0.133689	0.010056	0.022973	0.059024	-0.108065	-0.992124
49959	-55.0000	-1.042269	2.201809	9.624662	-0.083274	-0.119080	0.114411	0.023236	0.059476	-0.107903	-0.992109
49960	-56.0000	-1.001972	2.032952	9.618232	-0.135502	0.037366	0.067973	0.023552	0.059844	-0.107564	-0.992116
49961	-54.0000	-1.009518	1.960713	9.651890	-0.140410	0.110943	0.086327	0.023857	0.060127	-0.107449	-0.992104
49962	-54.0000	-1.022257	2.042598	9.684590	-0.133475	0.037607	0.136647	0.024103	0.060354	-0.107471	-0.992082
49963	-54.0000	-1.075997	2.104031	9.728221	-0.087061	-0.009685	0.198073	0.024314	0.060531	-0.107490	-0.992064
49964	-54.0000	-1.111975	1.985484	9.673547	-0.050702	0.098294	0.124310	0.024506	0.060588	-0.107559	-0.992048
49965	-54.0000	-1.060323	2.008406	9.602395	-0.093047	0.060468	0.054007	0.024653	0.060659	-0.107702	-0.992025
49966	-54.0000	-1.005012	2.180630	9.684260	-0.153017	-0.093096	0.163184	0.024777	0.060722	-0.107694	-0.992019
49967	-54.0000	-1.069235	2.095225	9.592504	-0.080639	-0.028713	0.063650	0.024942	0.060683	-0.107247	-0.992065
49968	-54.0000	-1.104884	1.847239	9.426135	-0.031277	0.175007	-0.145554	0.025110	0.060555	-0.106952	-0.992101
49969	-54.0000	-1.049621	1.848804	9.298577	-0.066618	0.143771	-0.275486	0.025241	0.060377	-0.107185	-0.992083
49970	-54.0000	-1.011433	1.992595	9.196652	-0.083405	-0.013873	-0.348825	0.025319	0.060270	-0.107560	-0.992047
49971	-53.0000	-0.976295	2.108567	9.174225	-0.110446	-0.128964	-0.350300	0.025380	0.060319	-0.107704	-0.992027
49972	-54.0000	-1.035893	1.906734	9.027168	-0.042778	0.042076	-0.528568	0.025415	0.060525	-0.107562	-0.992029
49973	-53.0000	-1.003015	1.763520	8.949570	-0.075658	0.163064	-0.637801	0.025448	0.060834	-0.107599	-0.992005
49974	-53.0000	-0.998115	1.808880	8.841026	-0.072142	0.099883	-0.734316	0.025449	0.061307	-0.107965	-0.991936
49975	-53.0000	-1.078561	1.858430	8.705598	0.016708	0.037379	-0.845927	0.025343	0.061922	-0.108557	-0.991836
49976	-52.0000	-1.027427	1.923792	8.661190	-0.039347	-0.027521	-0.881257	0.025120	0.062756	-0.109273	-0.991711
49977	-52.0000	-0.994198	1.886642	8.713736	-0.098321	0.028633	-0.842375	0.024875	0.063825	-0.109860	-0.991584
49978	-52.0000	-1.047872	1.816257	8.676038	-0.064207	0.103199	-0.887687	0.024648	0.065084	-0.110489	-0.991438
49979	-51.0000	-1.059761	1.804561	8.528815	-0.056939	0.095754	-1.031585	0.024440	0.066469	-0.111191	-0.991272
49980	-51.0000	-1.040480	1.827661	8.317501	-0.072181	0.040228	-1.233827	0.024188	0.068021	-0.112028	-0.991079
49981	-50.0000	-0.952063	2.001784	8.317844	-0.184428	-0.122389	-1.207398	0.023847	0.069925	-0.112762	-0.990872
49982	-50.0000	-1.140141	1.992610	8.191707	-0.015869	-0.121643	-1.306259	0.023489	0.072071	-0.112927	-0.990708
49983	-50.0000	-1.478357	1.702894	7.866048	0.318564	0.113793	-1.636776	0.023115	0.074584	-0.113032	-0.990518
49984	-50.0000	-1.526224	1.581826	7.565437	0.364147	0.176031	-1.944804	0.022728	0.077532	-0.113761	-0.990218
49985	-49.0000	-1.482829	1.522702	7.257746	0.318558	0.181385	-2.259038	0.022321	0.080986	-0.115360	-0.989765
49986	-49.0000	-1.394496	1.652896	7.300819	0.168661	0.086938	-2.200710	0.021734	0.085120	-0.117702	-0.989155
49987	-49.0000	-1.493789	1.990626	7.397618	0.186512	-0.177422	-2.011928	0.020928	0.089912	-0.120306	-0.988435
49988	-49.0000	-1.848988	2.090398	7.173298	0.497095	-0.265690	-2.136341	0.019883	0.095326	-0.122811	-0.987641
49989	-56.0000	-2.043978	2.310041	7.481389	0.536607	-0.360457	-1.746311	0.018755	0.101609	-0.125080	-0.986752
49990	-49.0000	-2.174474	2.435633	7.770222	0.496030	-0.377880	-1.407510	0.017654	0.108301	-0.126571	-0.985870
49991	-50.0000	-2.357327	2.303398	7.895394	0.525402	-0.190651	-1.275348	0.016670	0.115490	-0.127485	-0.984953
49992	-52.0000	-2.583291	2.416039	8.033291	0.584284	-0.241060	-1.058065	0.015671	0.122964	-0.128159	-0.983976
49993	-53.0000	-2.705751	2.254106	8.034763	0.567627	-0.067408	-1.058763	0.014626	0.130594	-0.128753	-0.982931
49994	-58.0000	-2.613733	2.191631	7.971421	0.357463	-0.015092	-1.149620	0.013456	0.138485	-0.129925	-0.981713
49995	-65.0000	-2.777264	2.867876	8.169814	0.307943	-0.591286	-0.744207	0.012363	0.146715	-0.131187	-0.980363
49996	-66.0000	-3.066871	2.940073	8.218968	0.415665	-0.622474	-0.591033	0.011609	0.155024	-0.130976	-0.979121
49997	-56.0000	-3.551171	2.666607	8.187451	0.732773	-0.345079	-0.533799	0.011237	0.163642	-0.130012	-0.977851
49998	-53.0000	-3.850799	2.490707	8.103551	0.885261	-0.192347	-0.545709	0.010985	0.172375	-0.128934	-0.976495
49999	-51.0000	-3.793580	2.350500	7.939070	0.727819	-0.111908	-0.735218	0.010610	0.181261	-0.128447	-0.974953
50000	-50.0000	-3.826726	2.445095	7.898338	0.604669	-0.210160	-0.724572	0.009999	0.190444	-0.128866	-0.973152
50001	-50.0000	-4.036822	2.803200	8.055757	0.555105	-0.494043	-0.405556	0.009251	0.199869	-0.129514	-0.971181
50002	-49.0000	-4.373920	3.056431	8.636828	0.438846	-0.567860	0.313979	0.008624	0.209549	-0.129558	-0.969139
50003	-49.0000	-4.754034	3.188780	8.792026	0.515640	-0.637102	0.646454	0.008180	0.219150	-0.128741	-0.967126
50004	-49.0000	-4.751558	2.797952	8.320930	0.535968	-0.388982	0.147347	0.008148	0.228325	-0.127359	-0.965184
50005	-49.0000	-4.614436	2.281764	7.470262	0.636663	-0.111313	-0.763696	0.008369	0.237381	-0.126849	-0.963063
50006	-50.0000	-4.765858	2.339657	7.247036	0.703397	-0.196750	-0.858863	0.008593	0.246675	-0.127901	-0.960582
50007	-50.0000	-5.297606	2.791879	7.891155	0.661589	-0.412094	0.062476	0.008936	0.256205	-0.129197	-0.957908
50008	-51.0000	-5.750517	3.264644	8.204303	0.682030	-0.738768	0.676480	0.009636	0.265716	-0.128875	-0.955350
50009	-50.0000	-5.716543	2.790397	8.267742	0.444400	-0.282683	0.605567	0.010914	0.275199	-0.126385	-0.952981
50010	-49.0000	-5.554205	1.983772	8.000952	0.291841	0.388608	0.115077	0.012177	0.284542	-0.123866	-0.950550
50011	-49.0000	-5.795147	1.601641	7.244065	0.738994	0.593373	-0.446548	0.013040	0.293786	-0.122800	-0.947861
50012	-50.0000	-6.056884	1.998967	6.840073	0.982043	0.154455	-0.513383	0.013207	0.303358	-0.123841	-0.944703
50013	-51.0000	-6.352035	2.668586	7.760129	0.458998	-0.233576	0.551679	0.013179	0.313250	-0.125279	-0.941279
50014	-51.0000	-6.469261	3.199280	8.218869	0.039589	-0.618612	1.107409	0.013574	0.322751	-0.124733	-0.938131
50015	-51.0000	-6.790522	2.910082	7.798474	0.358398	-0.418502	0.915262	0.014808	0.332016	-0.121804	-0.935259
50016	-51.0000	-6.922113	2.255029	7.060756	0.761435	0.032564	0.300232	0.016462	0.341150	-0.118326	-0.932387
50017	-51.0000	-7.365942	1.911583	6.198242	1.483906	0.209957	-0.113180	0.018148	0.350430	-0.115852	-0.929219
50018	-49.0000	-7.594251	1.617597	5.206437	2.137928	0.325754	-0.717821	0.019431	0.359731	-0.115266	-0.925705
50019	-49.0000	-7.080529	1.639094	5.388216	1.449182	0.304873	-0.887610	0.019800	0.369772	-0.117018	-0.921511
50020	-51.0000	-6.746018	2.628496	6.411437	0.249162	-0.455519	-0.156070	0.019586	0.380463	-0.119592	-0.916822
50021	-53.0000	-6.969425	3.244701	7.013510	-0.271224	-0.876835	0.552820	0.020261	0.390674	-0.119525	-0.912512
50022	-52.0000	-7.141339	3.154819	6.073073	0.317795	-0.959575	0.026453	0.022171	0.400780	-0.116739	-0.908436
50023	-50.0000	-7.926693	2.948406	5.235496	1.275222	-0.840821	0.015810	0.025352	0.411181	-0.112303	-0.904254
50024	-49.0000	-8.519018	2.579193	4.494138	2.037328	-0.559485	-0.068156	0.029636	0.421769	-0.106843	-0.899898
50025	-51.0000	-8.283880	2.178841	4.490393	1.697763	-0.228552	-0.294532	0.034341	0.432611	-0.101496	-0.895191
50026	-50.0000	-8.291791	1.922844	4.610928	1.399410	0.016031	-0.234119	0.039217	0.443784	-0.096231	-0.890088
50027	-49.0000	-8.970826	1.265710	4.624145	1.569286	0.746532	0.209049	0.043671	0.455072	-0.091772	-0.884635
50028	-49.0000	-9.600281	1.311542	4.425588	1.837705	0.776397	0.650831	0.047141	0.466569	-0.089307	-0.878701
50029	-49.0000	-9.938420	1.640636	4.455619	1.724217	0.528720	1.052706	0.050262	0.478441	-0.087957	-0.872257
50030	-49.0000	-9.774813	1.946925	5.036031	0.854999	0.273560	1.317710	0.053864	0.490471	-0.086006	-0.865528
50031	-50.0000	-9.219699	1.493520	4.868737	0.417770	0.600998	0.694249	0.058270	0.502309	-0.082356	-0.858782
50032	-51.0000	-8.859025	0.773925	4.712373	0.082691	1.205362	0.178386	0.062435	0.514095	-0.078249	-0.851872
