// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B43DF3
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	RSSI	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Quat_q0	Quat_q1	Quat_q2	Quat_q3
49836	-51.0000	8.936739	0.479238	-2.597214	-0.263566	0.155686	-0.498892	0.406766	-0.537257	-0.602330	-0.427896
49837	-50.0000	8.949134	0.366223	-2.394493	-0.385998	0.343403	-0.555917	0.406844	-0.536840	-0.602670	-0.427865
49838	-51.0000	9.099447	0.248617	-2.339043	-0.522234	0.435412	-0.438758	0.407008	-0.536398	-0.603311	-0.427361
49839	-50.0000	9.245509	0.350214	-2.349116	-0.435928	0.480601	-0.289063	0.407156	-0.536036	-0.603983	-0.426724
49840	-50.0000	9.310843	0.477505	-2.436683	-0.313403	0.432789	-0.191269	0.406999	-0.536011	-0.604442	-0.426255
49841	-51.0000	9.339921	0.554829	-2.749068	-0.229324	0.157930	-0.064775	0.406661	-0.536280	-0.604585	-0.426038
49842	-50.0000	9.270547	0.594018	-2.902683	-0.178481	0.000984	-0.081829	0.406386	-0.536620	-0.604511	-0.425976
49843	-51.0000	9.240838	0.479946	-2.738902	-0.293694	0.147830	-0.168160	0.405946	-0.537192	-0.604259	-0.426033
49844	-51.0000	9.187665	0.281768	-2.535704	-0.492148	0.319632	-0.295440	0.405423	-0.537802	-0.603846	-0.426346
49845	-51.0000	9.067173	0.146984	-2.478882	-0.618700	0.336509	-0.438038	0.404649	-0.538504	-0.603508	-0.426675
49846	-51.0000	9.151994	0.060563	-2.756117	-0.709509	0.103560	-0.281439	0.403517	-0.539442	-0.603157	-0.427058
49847	-51.0000	9.267788	0.064731	-2.984843	-0.715345	-0.067203	-0.102429	0.402763	-0.540074	-0.603001	-0.427191
49848	-51.0000	9.283548	0.177441	-2.796105	-0.611116	0.133315	-0.135770	0.402333	-0.540487	-0.602997	-0.427079
49849	-51.0000	9.311846	0.185086	-2.788989	-0.606246	0.158643	-0.110600	0.401888	-0.540954	-0.602957	-0.426964
49850	-51.0000	9.352607	0.128970	-2.931074	-0.662157	0.041157	-0.033171	0.401509	-0.541431	-0.602763	-0.426990
49851	-51.0000	9.402279	0.113791	-2.905215	-0.681441	0.084486	0.004877	0.401236	-0.541847	-0.602445	-0.427168
49852	-51.0000	9.319165	0.131243	-2.861254	-0.655394	0.101959	-0.085874	0.401174	-0.542183	-0.602018	-0.427402
49853	-51.0000	9.250124	0.125588	-2.977479	-0.647884	-0.032299	-0.116031	0.401244	-0.542572	-0.601526	-0.427533
49854	-51.0000	9.367419	0.109783	-3.074361	-0.663488	-0.092874	0.024153	0.401616	-0.542845	-0.601120	-0.427408
49855	-51.0000	9.444989	0.262031	-2.935199	-0.508046	0.061586	0.068098	0.402457	-0.542864	-0.600583	-0.427349
49856	-51.0000	9.200436	0.442755	-2.634856	-0.297532	0.267902	-0.240531	0.403330	-0.542917	-0.599873	-0.427456
49857	-51.0000	8.997532	0.534074	-2.519932	-0.179720	0.310200	-0.460557	0.403241	-0.543693	-0.598915	-0.427897
49858	-51.0000	9.093086	0.406241	-2.760931	-0.304899	0.104518	-0.306474	0.402325	-0.545068	-0.597906	-0.428421
49859	-51.0000	9.176098	0.327391	-2.930620	-0.383718	-0.029588	-0.182092	0.401680	-0.546252	-0.596950	-0.428851
49860	-52.0000	9.100300	0.230173	-2.940330	-0.467918	-0.063476	-0.258055	0.401434	-0.547176	-0.595982	-0.429249
49861	-51.0000	9.093104	0.106271	-2.801090	-0.583141	0.062354	-0.315425	0.401256	-0.548089	-0.595070	-0.429516
49862	-51.0000	9.055882	0.034446	-2.660934	-0.643455	0.184270	-0.397659	0.400897	-0.549105	-0.594196	-0.429763
49863	-51.0000	9.127547	0.033090	-2.662486	-0.642267	0.209190	-0.328713	0.400377	-0.550166	-0.593414	-0.429971
49864	-51.0000	9.171130	0.052364	-2.766772	-0.618596	0.129008	-0.254022	0.400007	-0.551114	-0.592672	-0.430125
49865	-51.0000	9.228351	0.106316	-2.925089	-0.560501	0.000784	-0.147506	0.399781	-0.551967	-0.591988	-0.430183
49866	-50.0000	9.277227	0.043410	-2.946168	-0.617143	-0.002019	-0.098376	0.399666	-0.552722	-0.591395	-0.430137
49867	-51.0000	9.362027	-0.058189	-2.792518	-0.713898	0.171202	-0.070504	0.399663	-0.553310	-0.590901	-0.430063
49868	-51.0000	9.336201	-0.154584	-2.740509	-0.798844	0.210198	-0.116472	0.399858	-0.553684	-0.590331	-0.430183
49869	-51.0000	9.227199	-0.174424	-2.899153	-0.803105	0.018878	-0.172596	0.400375	-0.553756	-0.589874	-0.430236
49870	-51.0000	9.195587	-0.091832	-2.969665	-0.709339	-0.066848	-0.175337	0.401132	-0.553545	-0.589625	-0.430143
49871	-50.0000	9.223267	0.009807	-2.828174	-0.599124	0.064979	-0.184390	0.402176	-0.553035	-0.589522	-0.429967
49872	-50.0000	9.202875	0.078203	-2.514544	-0.519233	0.346141	-0.292576	0.403197	-0.552456	-0.589619	-0.429621
49873	-49.0000	9.165474	0.060064	-2.597126	-0.527948	0.248184	-0.304046	0.403656	-0.552231	-0.589689	-0.429382
49874	-49.0000	9.194348	0.019565	-2.919517	-0.565374	-0.054808	-0.182664	0.404043	-0.551991	-0.589844	-0.429115
49875	-49.0000	9.188859	0.015583	-3.032640	-0.565055	-0.169050	-0.154302	0.404685	-0.551410	-0.590143	-0.428845
49876	-50.0000	9.123748	0.018942	-2.820003	-0.554869	0.006396	-0.279188	0.405633	-0.550491	-0.590646	-0.428438
49877	-49.0000	9.101794	0.081387	-2.571976	-0.490591	0.230056	-0.369662	0.406368	-0.549668	-0.591176	-0.428067
49878	-50.0000	9.097840	0.191766	-2.528469	-0.379598	0.268117	-0.379521	0.407028	-0.548936	-0.591720	-0.427627
49879	-50.0000	9.105197	0.276613	-2.576830	-0.293204	0.223291	-0.353017	0.407621	-0.548326	-0.592198	-0.427183
49880	-51.0000	9.229512	0.266547	-2.555690	-0.309756	0.277494	-0.241192	0.408155	-0.547762	-0.592672	-0.426740
49881	-52.0000	9.367987	0.151052	-2.513017	-0.433730	0.353606	-0.128468	0.408508	-0.547335	-0.593052	-0.426421
49882	-52.0000	9.410494	0.111076	-2.569125	-0.475265	0.307400	-0.073603	0.408993	-0.546798	-0.593314	-0.426280
49883	-52.0000	9.276028	0.227486	-2.647539	-0.348625	0.190789	-0.171734	0.409477	-0.546259	-0.593540	-0.426192
49884	-52.0000	9.315367	0.321039	-2.676575	-0.256940	0.170994	-0.120014	0.409942	-0.545811	-0.593661	-0.426151
49885	-52.0000	9.330799	0.371218	-2.663806	-0.207470	0.180876	-0.105901	0.410364	-0.545446	-0.593574	-0.426333
49886	-51.0000	9.310011	0.347254	-2.596176	-0.230948	0.227146	-0.146661	0.410705	-0.545220	-0.593260	-0.426730
49887	-51.0000	9.239094	0.139880	-2.541344	-0.433909	0.237875	-0.242213	0.410961	-0.545109	-0.592786	-0.427284
49888	-50.0000	9.205829	-0.048905	-2.630973	-0.617997	0.122276	-0.258902	0.411226	-0.544977	-0.592376	-0.427766
49889	-50.0000	9.218546	-0.099866	-2.650707	-0.668522	0.092307	-0.243866	0.411688	-0.544661	-0.592116	-0.428083
49890	-50.0000	9.266105	-0.023127	-2.601641	-0.594507	0.143414	-0.207701	0.412220	-0.544261	-0.592011	-0.428227
49891	-50.0000	9.351553	0.047417	-2.494444	-0.530408	0.262918	-0.152171	0.412623	-0.543958	-0.591930	-0.428334
49892	-51.0000	9.302093	-0.000112	-2.534306	-0.572256	0.199143	-0.190604	0.413018	-0.543679	-0.591750	-0.428557
49893	-52.0000	9.245755	-0.013782	-2.600331	-0.579642	0.108213	-0.226333	0.413465	-0.543321	-0.591588	-0.428804
49894	-53.0000	9.209184	-0.010714	-2.619801	-0.572721	0.067699	-0.255494	0.413937	-0.542943	-0.591460	-0.429004
49895	-53.0000	9.254902	0.025573	-2.589340	-0.538476	0.100135	-0.217972	0.414488	-0.542529	-0.591410	-0.429064
49896	-53.0000	9.256093	0.079016	-2.487531	-0.484951	0.190442	-0.242010	0.415014	-0.542157	-0.591372	-0.429079
49897	-52.0000	9.268779	0.067078	-2.494633	-0.495738	0.179164	-0.228320	0.415239	-0.541992	-0.591288	-0.429186
49898	-51.0000	9.265569	-0.016775	-2.479533	-0.579473	0.183384	-0.240347	0.415416	-0.541814	-0.591202	-0.429357
49899	-51.0000	9.276419	0.033085	-2.602222	-0.527884	0.064924	-0.192826	0.415646	-0.541568	-0.591200	-0.429448
49900	-51.0000	9.337810	0.087060	-2.675376	-0.476001	0.005694	-0.110456	0.416119	-0.541164	-0.591128	-0.429598
49901	-51.0000	9.297068	0.121065	-2.383527	-0.445096	0.263517	-0.228129	0.416814	-0.540637	-0.591003	-0.429760
49902	-51.0000	9.201682	0.147908	-2.258561	-0.413568	0.347508	-0.352131	0.417088	-0.540445	-0.590849	-0.429946
49903	-50.0000	9.214894	0.159995	-2.458386	-0.396758	0.155347	-0.283680	0.417101	-0.540419	-0.590840	-0.429979
49904	-50.0000	9.289214	0.150033	-2.673808	-0.406693	-0.032960	-0.153766	0.416996	-0.540506	-0.590697	-0.430168
49905	-50.0000	9.283958	0.045195	-2.646151	-0.512153	-0.017496	-0.172489	0.417180	-0.540422	-0.590397	-0.430507
49906	-50.0000	9.213007	0.055500	-2.435499	-0.502050	0.157786	-0.297579	0.417400	-0.540316	-0.590142	-0.430776
49907	-50.0000	9.255327	0.091030	-2.380171	-0.470341	0.217759	-0.269840	0.417475	-0.540302	-0.589964	-0.430965
49908	-50.0000	9.297540	0.068663	-2.389789	-0.495142	0.215281	-0.227879	0.417482	-0.540336	-0.589799	-0.431142
49909	-50.0000	9.276824	-0.028761	-2.469118	-0.589412	0.127770	-0.231815	0.417347	-0.540457	-0.589681	-0.431282
49910	-50.0000	9.304440	-0.042210	-2.601291	-0.601773	0.008594	-0.170131	0.417310	-0.540483	-0.589746	-0.431196
49911	-51.0000	9.380449	0.044860	-2.575933	-0.520144	0.057347	-0.098964	0.417487	-0.540325	-0.589825	-0.431114
49912	-51.0000	9.299934	0.067594	-2.398670	-0.496069	0.203002	-0.223127	0.417735	-0.540105	-0.589761	-0.431237
49913	-51.0000	9.221282	0.015544	-2.330569	-0.545246	0.242444	-0.320177	0.417615	-0.540137	-0.589778	-0.431292
49914	-51.0000	9.269322	0.021553	-2.447126	-0.540870	0.146214	-0.242144	0.417439	-0.540239	-0.589866	-0.431213
49915	-51.0000	9.307433	0.017653	-2.579429	-0.544236	0.031646	-0.169820	0.417483	-0.540190	-0.589953	-0.431113
49916	-51.0000	9.294970	0.004635	-2.550855	-0.556246	0.054914	-0.190269	0.417670	-0.540041	-0.590039	-0.431001
49917	-52.0000	9.281972	0.049639	-2.459503	-0.511772	0.140653	-0.224939	0.417837	-0.539868	-0.590222	-0.430805
49918	-52.0000	9.347261	0.028963	-2.530975	-0.534139	0.089893	-0.143945	0.417842	-0.539856	-0.590336	-0.430659
49919	-53.0000	9.353822	0.093599	-2.585798	-0.468243	0.042759	-0.118977	0.417878	-0.539828	-0.590344	-0.430649
49920	-53.0000	9.272875	0.038671	-2.490373	-0.519884	0.109658	-0.225854	0.417881	-0.539858	-0.590284	-0.430690
49921	-53.0000	9.248583	-0.024012	-2.479845	-0.580602	0.109572	-0.255628	0.417955	-0.539808	-0.590289	-0.430674
49922	-52.0000	9.236025	-0.056458	-2.467075	-0.611850	0.116581	-0.272989	0.418070	-0.539692	-0.590414	-0.430537
49923	-52.0000	9.312573	0.011137	-2.473471	-0.548289	0.135414	-0.193787	0.418203	-0.539571	-0.590640	-0.430249
49924	-51.0000	9.370172	0.100261	-2.495395	-0.460478	0.136308	-0.127309	0.418395	-0.539450	-0.590857	-0.429916
49925	-51.0000	9.331660	0.161305	-2.495144	-0.394508	0.130772	-0.160801	0.418530	-0.539386	-0.590975	-0.429703
49926	-51.0000	9.328702	0.116581	-2.483256	-0.437270	0.139883	-0.169345	0.418608	-0.539395	-0.590962	-0.429633
49927	-51.0000	9.343010	0.048193	-2.426063	-0.506794	0.194431	-0.174985	0.418677	-0.539396	-0.590872	-0.429689
49928	-51.0000	9.318387	0.043565	-2.351981	-0.511047	0.256814	-0.218995	0.418790	-0.539336	-0.590847	-0.429688
49929	-51.0000	9.301036	0.045924	-2.394907	-0.505314	0.209233	-0.223744	0.418885	-0.539288	-0.590827	-0.429683
49930	-51.0000	9.292468	0.016218	-2.439166	-0.531572	0.161246	-0.221484	0.419071	-0.539193	-0.590840	-0.429602
49931	-53.0000	9.247106	0.110674	-2.448710	-0.432343	0.142372	-0.257050	0.419234	-0.539096	-0.590841	-0.429563
49932	-50.0000	9.314380	0.149583	-2.484569	-0.395791	0.126657	-0.180427	0.419230	-0.539163	-0.590762	-0.429592
49933	-50.0000	9.348292	0.139230	-2.524682	-0.406643	0.094608	-0.137479	0.419210	-0.539263	-0.590496	-0.429852
49934	-50.0000	9.230444	0.070714	-2.502303	-0.467394	0.076756	-0.260553	0.419246	-0.539346	-0.590196	-0.430125
49935	-50.0000	9.266925	0.041982	-2.424488	-0.499759	0.156753	-0.248093	0.419288	-0.539403	-0.590066	-0.430191
49936	-50.0000	9.297604	-0.011478	-2.453272	-0.552828	0.133418	-0.213693	0.419358	-0.539422	-0.590000	-0.430189
49937	-51.0000	9.328065	-0.064577	-2.482836	-0.605898	0.110082	-0.179297	0.419369	-0.539444	-0.589973	-0.430188
49938	-49.0000	9.362003	-0.015393	-2.476488	-0.559062	0.126805	-0.145646	0.419417	-0.539394	-0.589960	-0.430222
49939	-49.0000	9.331288	0.015262	-2.445130	-0.527567	0.148356	-0.181929	0.419465	-0.539350	-0.589907	-0.430302
49940	-49.0000	9.374409	0.033131	-2.438318	-0.512736	0.164672	-0.141285	0.419570	-0.539277	-0.589846	-0.430375
49941	-49.0000	9.341425	0.041047	-2.376153	-0.504228	0.211190	-0.189218	0.419786	-0.539110	-0.589720	-0.430548
49942	-49.0000	9.306579	0.047224	-2.284196	-0.498224	0.285189	-0.246987	0.419932	-0.539004	-0.589631	-0.430659
49943	-49.0000	9.384909	-0.041359	-2.427124	-0.587354	0.160313	-0.138057	0.420013	-0.538946	-0.589527	-0.430795
49944	-49.0000	9.427017	0.013783	-2.518135	-0.531764	0.080871	-0.069971	0.420352	-0.538692	-0.589455	-0.430880
49945	-50.0000	9.405933	0.089453	-2.403429	-0.456614	0.180795	-0.116561	0.420790	-0.538385	-0.589342	-0.430990
49946	-49.0000	9.315902	0.102932	-2.400039	-0.435410	0.152182	-0.203105	0.421111	-0.538190	-0.589186	-0.431134
49947	-49.0000	9.261051	0.050299	-2.517092	-0.479680	0.014888	-0.227541	0.421262	-0.538116	-0.588941	-0.431414
49948	-49.0000	9.286224	-0.066733	-2.484752	-0.599219	0.038927	-0.218323	0.421505	-0.537902	-0.588744	-0.431712
49949	-50.0000	9.255362	-0.056522	-2.285840	-0.593041	0.213710	-0.299927	0.421891	-0.537580	-0.588643	-0.431874
49950	-50.0000	9.204050	-0.025942	-2.236106	-0.560224	0.242267	-0.360553	0.422160	-0.537325	-0.588651	-0.431918
49951	-50.0000	9.252536	0.016198	-2.285812	-0.519924	0.206170	-0.298393	0.422222	-0.537210	-0.588757	-0.431855
49952	-50.0000	9.293919	0.091700	-2.365809	-0.445111	0.143033	-0.233345	0.422307	-0.537097	-0.588838	-0.431802
49953	-50.0000	9.334219	0.146943	-2.300137	-0.394393	0.219396	-0.208720	0.422384	-0.537052	-0.588899	-0.431701
49954	-50.0000	9.382087	0.109971	-2.269051	-0.434611	0.260259	-0.172791	0.422384	-0.537092	-0.588863	-0.431699
49955	-50.0000	9.327930	0.020507	-2.307290	-0.518380	0.204936	-0.219795	0.422342	-0.537187	-0.588768	-0.431752
49956	-50.0000	9.261549	-0.019574	-2.285755	-0.554687	0.207523	-0.291626	0.422235	-0.537260	-0.588791	-0.431735
49957	-50.0000	9.280251	0.016663	-2.388331	-0.517003	0.118879	-0.244718	0.422038	-0.537413	-0.588866	-0.431634
49958	-50.0000	9.367300	0.055328	-2.427060	-0.483130	0.110013	-0.148606	0.421940	-0.537510	-0.588886	-0.431582
49959	-50.0000	9.323912	0.094584	-2.369078	-0.442609	0.156942	-0.203511	0.421979	-0.537526	-0.588797	-0.431645
49960	-50.0000	9.332690	0.101555	-2.338330	-0.436734	0.189415	-0.202766	0.421868	-0.537661	-0.588756	-0.431641
49961	-50.0000	9.411268	0.072876	-2.454127	-0.466965	0.099637	-0.098161	0.421652	-0.537867	-0.588697	-0.431676
49962	-50.0000	9.423738	-0.034125	-2.578695	-0.571359	-0.020487	-0.059185	0.421539	-0.537965	-0.588607	-0.431786
49963	-50.0000	9.361847	-0.030533	-2.417798	-0.569078	0.115420	-0.161071	0.421728	-0.537817	-0.588468	-0.431977
49964	-50.0000	9.294859	-0.012589	-2.313441	-0.550224	0.194279	-0.252035	0.421814	-0.537727	-0.588392	-0.432108
49965	-50.0000	9.318433	0.007902	-2.322169	-0.531628	0.190179	-0.225878	0.421866	-0.537648	-0.588387	-0.432163
49966	-50.0000	9.309361	-0.000827	-2.335335	-0.539866	0.172168	-0.231617	0.422011	-0.537474	-0.588418	-0.432196
49967	-50.0000	9.331531	0.038593	-2.314852	-0.503320	0.198088	-0.213472	0.422050	-0.537360	-0.588542	-0.432130
49968	-50.0000	9.345789	0.051351	-2.356723	-0.491149	0.161887	-0.188077	0.422084	-0.537262	-0.588614	-0.432120
49969	-50.0000	9.325419	0.033327	-2.373084	-0.508327	0.139235	-0.204446	0.422107	-0.537169	-0.588667	-0.432142
49970	-50.0000	9.335530	0.022962	-2.371655	-0.520417	0.141693	-0.195698	0.422179	-0.537034	-0.588746	-0.432131
49971	-50.0000	9.335911	0.042679	-2.354210	-0.501762	0.158339	-0.198816	0.422287	-0.536910	-0.588815	-0.432087
49972	-50.0000	9.323015	0.050723	-2.309857	-0.494574	0.197810	-0.222438	0.422331	-0.536807	-0.588940	-0.432000
49973	-50.0000	9.282609	0.054186	-2.328401	-0.488672	0.170961	-0.256371	0.422219	-0.536851	-0.588994	-0.431983
49974	-50.0000	9.272372	0.006483	-2.378127	-0.535321	0.120373	-0.255943	0.422059	-0.536924	-0.589033	-0.431995
49975	-50.0000	9.278298	-0.026185	-2.352441	-0.570415	0.147741	-0.258930	0.421953	-0.536961	-0.589120	-0.431934
49976	-50.0000	9.286567	0.001437	-2.307578	-0.545353	0.196499	-0.261288	0.421968	-0.536922	-0.589213	-0.431840
49977	-50.0000	9.294687	0.028412	-2.263409	-0.520295	0.245258	-0.263646	0.421911	-0.536949	-0.589374	-0.431641
49978	-50.0000	9.307582	0.059591	-2.294871	-0.488914	0.225357	-0.241311	0.421718	-0.537101	-0.589526	-0.431435
49979	-50.0000	9.281894	0.075923	-2.390770	-0.467732	0.134488	-0.239901	0.421481	-0.537297	-0.589694	-0.431192
49980	-50.0000	9.314856	0.046707	-2.469877	-0.496576	0.072470	-0.188905	0.421259	-0.537489	-0.589760	-0.431079
49981	-50.0000	9.300602	0.034512	-2.446931	-0.508594	0.095645	-0.209456	0.421098	-0.537637	-0.589836	-0.430949
49982	-50.0000	9.313901	0.086946	-2.315069	-0.461742	0.234015	-0.228957	0.420905	-0.537764	-0.589954	-0.430816
49983	-50.0000	9.210459	0.113904	-2.326208	-0.428766	0.203211	-0.324188	0.420583	-0.537986	-0.590021	-0.430762
49984	-50.0000	9.131004	0.105181	-2.428139	-0.431729	0.091640	-0.374077	0.419954	-0.538424	-0.590027	-0.430820
49985	-50.0000	9.170003	-0.030461	-2.561250	-0.570662	-0.022290	-0.308808	0.419172	-0.538921	-0.590012	-0.430982
49986	-50.0000	9.244894	-0.054684	-2.508311	-0.607213	0.057417	-0.252841	0.418598	-0.539217	-0.590106	-0.431040
49987	-50.0000	9.199279	0.086496	-2.363579	-0.471908	0.199537	-0.328058	0.418160	-0.539433	-0.590266	-0.430975
49988	-50.0000	9.163781	0.137974	-2.298498	-0.423692	0.264843	-0.377257	0.417537	-0.539834	-0.590381	-0.430920
49989	-49.0000	9.105932	0.111283	-2.285177	-0.450932	0.271944	-0.438515	0.416812	-0.540324	-0.590382	-0.431007
49990	-50.0000	9.072172	-0.050068	-2.296846	-0.613888	0.258744	-0.477888	0.415855	-0.541012	-0.590478	-0.430936
49991	-49.0000	9.036622	-0.114277	-2.379168	-0.677057	0.185065	-0.493816	0.415050	-0.541637	-0.590671	-0.430663
49992	-49.0000	8.944720	0.003202	-2.377457	-0.554459	0.182899	-0.575835	0.414643	-0.541976	-0.591025	-0.430143
49993	-49.0000	8.887169	0.130482	-2.416018	-0.421743	0.150967	-0.612945	0.414223	-0.542336	-0.591419	-0.429551
49994	-49.0000	9.011334	0.129757	-2.687175	-0.424072	-0.059929	-0.418091	0.413768	-0.542739	-0.591609	-0.429218
49995	-49.0000	8.963428	0.069223	-2.842928	-0.476948	-0.222731	-0.423705	0.414023	-0.542624	-0.591357	-0.429466
49996	-50.0000	9.054326	0.007522	-2.804802	-0.543017	-0.170949	-0.350992	0.414429	-0.542424	-0.591246	-0.429479
49997	-50.0000	9.382899	-0.101105	-2.610130	-0.673879	0.096594	-0.096806	0.414682	-0.542474	-0.590969	-0.429552
49998	-50.0000	9.525770	-0.042704	-2.615977	-0.617358	0.122440	0.045776	0.415807	-0.541860	-0.590916	-0.429314
49999	-50.0000	9.368703	0.152607	-2.269316	-0.411239	0.401203	-0.188990	0.417072	-0.541080	-0.590708	-0.429357
50000	-50.0000	9.591687	0.010045	-2.411276	-0.558519	0.304775	0.056961	0.417547	-0.540756	-0.590729	-0.429275
50001	-50.0000	9.876485	0.140774	-2.480403	-0.441187	0.314972	0.357038	0.418174	-0.540295	-0.590895	-0.429017
50002	-50.0000	9.703664	0.196403	-2.575625	-0.368169	0.163617	0.220814	0.418947	-0.539749	-0.590431	-0.429588
50003	-51.0000	9.599739	0.252236	-2.734369	-0.296672	-0.036096	0.167595	0.419844	-0.539211	-0.590137	-0.429791
50004	-50.0000	9.410011	0.246469	-2.561477	-0.287484	0.054441	-0.061558	0.421124	-0.538546	-0.589487	-0.430265
50005	-50.0000	9.348958	0.315239	-2.225628	-0.216114	0.337782	-0.205662	0.422163	-0.538155	-0.588796	-0.430682
50006	-50.0000	9.479359	0.124649	-2.220143	-0.406570	0.346411	-0.090677	0.422602	-0.538259	-0.587871	-0.431384
50007	-50.0000	9.549162	-0.117040	-2.297818	-0.644123	0.258363	-0.014806	0.422929	-0.538410	-0.586797	-0.432337
50008	-50.0000	9.345419	-0.149864	-2.426797	-0.656577	0.057735	-0.178676	0.423356	-0.538410	-0.585772	-0.433307
50009	-50.0000	9.278940	-0.138456	-2.411998	-0.637631	0.035719	-0.245673	0.423743	-0.538454	-0.584981	-0.433942
50010	-50.0000	9.460500	0.052223	-2.254344	-0.456038	0.230545	-0.100596	0.424301	-0.538363	-0.584770	-0.433793
50011	-50.0000	9.514819	0.051819	-2.107128	-0.455598	0.377317	-0.085174	0.424758	-0.538405	-0.584221	-0.434035
50012	-50.0000	9.362751	-0.170166	-2.301471	-0.656300	0.132474	-0.192992	0.424945	-0.538583	-0.583736	-0.434283
50013	-49.0000	9.403072	-0.298921	-2.491482	-0.777255	-0.052268	-0.111773	0.425255	-0.538512	-0.583591	-0.434264
50014	-49.0000	9.451785	-0.223338	-2.472964	-0.701266	-0.028006	-0.065426	0.425857	-0.538111	-0.583422	-0.434397
50015	-49.0000	9.347564	-0.083392	-2.180384	-0.560680	0.222096	-0.232799	0.426508	-0.537618	-0.583368	-0.434441
50016	-50.0000	9.394344	0.071674	-2.085181	-0.409242	0.325365	-0.203657	0.426793	-0.537374	-0.583518	-0.434264
50017	-49.0000	9.366803	0.022583	-2.279966	-0.449254	0.126020	-0.183667	0.426955	-0.537274	-0.583540	-0.434197
50018	-50.0000	9.495648	-0.142743	-2.455301	-0.614151	-0.018440	-0.022964	0.427133	-0.537162	-0.583769	-0.433851
50019	-50.0000	9.601946	-0.286946	-2.468050	-0.761107	-0.011450	0.076274	0.427534	-0.536824	-0.583950	-0.433633
50020	-51.0000	9.398142	-0.212735	-2.312898	-0.678827	0.084628	-0.155988	0.428070	-0.536278	-0.584073	-0.433613
50021	-52.0000	9.322564	0.036479	-2.063088	-0.434759	0.313327	-0.279552	0.428315	-0.535902	-0.584329	-0.433491
50022	-53.0000	9.295959	0.266650	-2.050531	-0.204897	0.328756	-0.297406	0.428376	-0.535810	-0.584419	-0.433424
50023	-53.0000	9.194742	0.078649	-2.116176	-0.384013	0.232768	-0.387932	0.428240	-0.535982	-0.584405	-0.433365
50024	-54.0000	9.196947	-0.274717	-2.318580	-0.728631	0.026312	-0.352058	0.428039	-0.536204	-0.584567	-0.433069
50025	-54.0000	9.384113	-0.386510	-2.433807	-0.845293	-0.035166	-0.147356	0.427996	-0.536246	-0.584949	-0.432544
50026	-55.0000	9.627731	-0.195765	-2.463803	-0.665512	0.010867	0.104915	0.428302	-0.535999	-0.585220	-0.432180
50027	-55.0000	9.431019	0.119094	-2.209647	-0.345321	0.220500	-0.134208	0.428826	-0.535714	-0.585221	-0.432013
50028	-56.0000	9.484854	0.180652	-2.170415	-0.283539	0.274370	-0.088999	0.428821	-0.535951	-0.585204	-0.431746
