// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B43DFB
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	RSSI	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Quat_q0	Quat_q1	Quat_q2	Quat_q3
49922	-56.0000	-0.256022	2.337680	10.136867	0.198177	0.153076	0.590372	-0.027394	-0.005532	0.121328	0.992219
49923	-56.0000	-0.157668	2.422210	10.045096	0.108623	0.044279	0.520857	-0.027428	-0.005426	0.121385	0.992212
49924	-57.0000	-0.183039	2.358876	10.016986	0.133078	0.101851	0.478558	-0.027484	-0.005344	0.121457	0.992202
49925	-56.0000	-0.156732	2.386112	9.994204	0.111206	0.069460	0.462770	-0.027598	-0.005194	0.121463	0.992199
49926	-55.0000	-0.147971	2.418783	9.998582	0.106635	0.038723	0.474741	-0.027724	-0.005126	0.121485	0.992193
49927	-56.0000	-0.161227	2.520580	10.006279	0.126225	-0.058263	0.506499	-0.027848	-0.005129	0.121375	0.992203
49928	-55.0000	-0.179425	2.436361	9.948962	0.141364	0.008615	0.430840	-0.028038	-0.005117	0.121264	0.992211
49929	-54.0000	-0.164676	2.391098	10.007690	0.123206	0.064131	0.477067	-0.028158	-0.005167	0.121227	0.992212
49930	-55.0000	-0.101209	2.312316	9.907915	0.055880	0.111610	0.361213	-0.028265	-0.005283	0.121106	0.992223
49931	-55.0000	-0.054536	2.370812	9.894806	0.010138	0.046407	0.362216	-0.028296	-0.005445	0.120971	0.992238
49932	-54.0000	-0.123993	2.422662	9.872498	0.078897	-0.009209	0.353166	-0.028303	-0.005678	0.120721	0.992267
49933	-55.0000	-0.223867	2.299443	9.886016	0.165800	0.114742	0.337692	-0.028323	-0.006036	0.120544	0.992286
49934	-54.0000	-0.224535	2.235163	9.895843	0.155664	0.177157	0.332187	-0.028341	-0.006392	0.120513	0.992287
49935	-54.0000	-0.151225	2.277229	9.946138	0.076490	0.146067	0.390602	-0.028347	-0.006754	0.120767	0.992253
49936	-56.0000	-0.159379	2.369202	10.044008	0.079903	0.084809	0.507537	-0.028359	-0.007142	0.120956	0.992227
49937	-56.0000	-0.191006	2.425552	10.119100	0.104559	0.051379	0.594156	-0.028308	-0.007561	0.120946	0.992227
49938	-56.0000	-0.221474	2.413743	10.083038	0.126569	0.054426	0.556684	-0.028248	-0.007962	0.120822	0.992240
49939	-58.0000	-0.218498	2.388549	10.143231	0.112446	0.090619	0.609270	-0.028163	-0.008365	0.120751	0.992248
49940	-58.0000	-0.220898	2.404146	10.206485	0.106395	0.088200	0.674540	-0.028094	-0.008702	0.120620	0.992263
49941	-58.0000	-0.268371	2.424873	10.094979	0.151256	0.041213	0.571727	-0.028123	-0.008981	0.120449	0.992280
49942	-60.0000	-0.353191	2.439913	10.110403	0.231837	0.030786	0.591325	-0.028087	-0.009151	0.120212	0.992309
49943	-59.0000	-0.255606	2.432681	10.193091	0.129835	0.045687	0.668889	-0.028021	-0.009191	0.119898	0.992348
49944	-59.0000	-0.236956	2.384199	10.224757	0.106400	0.091194	0.688102	-0.027979	-0.009297	0.119472	0.992400
49945	-60.0000	-0.265822	2.282466	10.165308	0.129644	0.169066	0.606929	-0.028005	-0.009371	0.119080	0.992445
49946	-66.0000	-0.188430	2.371221	10.149126	0.057325	0.066053	0.611097	-0.028039	-0.009349	0.118652	0.992496
49947	-58.0000	-0.147368	2.475608	10.097676	0.023724	-0.061071	0.584866	-0.028159	-0.009374	0.117985	0.992572
49948	-59.0000	-0.169762	2.466034	10.006435	0.047252	-0.086312	0.494067	-0.028421	-0.009501	0.117229	0.992653
49949	-58.0000	-0.263334	2.143304	9.880298	0.124885	0.187599	0.298325	-0.028672	-0.009625	0.116396	0.992742
49950	-58.0000	-0.341859	1.967032	9.938213	0.191757	0.362508	0.315785	-0.028799	-0.009613	0.115822	0.992806
49951	-59.0000	-0.268856	2.002888	9.929933	0.122004	0.314063	0.315189	-0.028815	-0.009567	0.115667	0.992824
49952	-58.0000	-0.262828	2.246254	9.913818	0.129834	0.072709	0.354730	-0.028810	-0.009614	0.115750	0.992814
49953	-58.0000	-0.199253	2.295558	9.841983	0.069543	0.006917	0.295183	-0.028834	-0.009703	0.115884	0.992797
49954	-60.0000	-0.210151	2.271035	9.896611	0.075402	0.045675	0.342946	-0.028916	-0.009843	0.115940	0.992786
49955	-58.0000	-0.293663	2.240907	9.890044	0.153304	0.079801	0.330833	-0.029011	-0.010111	0.116020	0.992772
49956	-60.0000	-0.276013	2.183206	9.917003	0.125891	0.144633	0.343727	-0.029070	-0.010430	0.116313	0.992732
49957	-59.0000	-0.247781	2.403006	10.067539	0.098566	-0.030381	0.540115	-0.029189	-0.010816	0.116629	0.992688
49958	-58.0000	-0.283259	2.489718	10.053632	0.131369	-0.110518	0.547090	-0.029330	-0.011208	0.116821	0.992657
49959	-58.0000	-0.306995	2.354439	10.063122	0.139833	0.028343	0.525770	-0.029484	-0.011562	0.117004	0.992626
49960	-58.0000	-0.266416	2.227584	10.072790	0.085742	0.154498	0.505403	-0.029646	-0.011837	0.117135	0.992603
49961	-57.0000	-0.217366	2.307969	10.122542	0.034483	0.087354	0.571483	-0.029782	-0.012101	0.117263	0.992580
49962	-56.0000	-0.260389	2.437291	10.172639	0.077808	-0.022454	0.650783	-0.030002	-0.012389	0.117304	0.992565
49963	-58.0000	-0.337833	2.336803	10.129537	0.146415	0.070580	0.587114	-0.030246	-0.012572	0.117305	0.992556
49964	-56.0000	-0.334679	2.282534	10.184287	0.136242	0.136985	0.627827	-0.030431	-0.012640	0.117427	0.992535
49965	-56.0000	-0.324820	2.355911	10.238985	0.127541	0.079951	0.697782	-0.030615	-0.012731	0.117520	0.992517
49966	-57.0000	-0.233141	2.401869	10.098197	0.042175	-0.002283	0.569756	-0.030846	-0.012796	0.117472	0.992514
49967	-56.0000	-0.291290	2.356519	10.005536	0.100385	0.021295	0.470223	-0.031084	-0.012815	0.117225	0.992536
49968	-56.0000	-0.338841	2.191291	9.977695	0.139648	0.174688	0.405970	-0.031227	-0.012789	0.117093	0.992548
49969	-57.0000	-0.261158	2.198717	10.011084	0.061719	0.168887	0.438753	-0.031333	-0.012821	0.117106	0.992542
49970	-56.0000	-0.263411	2.307906	9.962086	0.070689	0.051944	0.416256	-0.031468	-0.012949	0.117108	0.992536
49971	-56.0000	-0.216379	2.368180	9.949507	0.024904	-0.013196	0.417024	-0.031676	-0.013145	0.117046	0.992534
49972	-56.0000	-0.316391	2.255661	9.870293	0.116347	0.083437	0.316000	-0.031865	-0.013419	0.116998	0.992530
49973	-56.0000	-0.280983	2.160122	9.838205	0.070517	0.167045	0.262156	-0.031884	-0.013748	0.117106	0.992512
49974	-56.0000	-0.217891	2.212930	9.737861	0.005064	0.091432	0.175409	-0.031797	-0.014324	0.117304	0.992484
49975	-56.0000	-0.260369	2.291521	9.691892	0.040632	0.012307	0.149732	-0.031712	-0.015040	0.117636	0.992436
49976	-56.0000	-0.282764	2.303124	9.627950	0.049590	-0.005452	0.090809	-0.031620	-0.015950	0.118024	0.992379
49977	-55.0000	-0.315226	2.138672	9.679039	0.050050	0.176038	0.103135	-0.031429	-0.017032	0.118493	0.992311
49978	-56.0000	-0.320738	2.012415	9.589317	0.028420	0.288562	-0.013527	-0.031123	-0.018257	0.119144	0.992221
49979	-55.0000	-0.305421	2.177589	9.474481	0.000377	0.113994	-0.087058	-0.030680	-0.019720	0.119951	0.992110
49980	-55.0000	-0.288815	2.280656	9.368824	-0.037050	0.002359	-0.166020	-0.030110	-0.021374	0.120703	0.992002
49981	-56.0000	-0.243780	2.328768	9.371291	-0.116180	-0.032646	-0.154066	-0.029473	-0.023355	0.121515	0.991877
49982	-54.0000	-0.268523	2.328486	9.308562	-0.131166	-0.033618	-0.214522	-0.028892	-0.025681	0.122078	0.991768
49983	-54.0000	-0.672282	2.156531	9.349047	0.210217	0.175114	-0.198522	-0.028274	-0.028429	0.122378	0.991673
49984	-55.0000	-0.769794	1.932317	9.293343	0.243098	0.392510	-0.300632	-0.027477	-0.031485	0.123030	0.991523
49985	-54.0000	-0.750442	1.883224	9.055573	0.172909	0.398372	-0.543165	-0.026401	-0.035174	0.124362	0.991262
49986	-54.0000	-0.726003	2.117438	9.058039	0.083149	0.198702	-0.484683	-0.025155	-0.039318	0.126304	0.990893
49987	-54.0000	-0.616084	2.547281	9.008774	-0.090291	-0.198136	-0.433030	-0.023889	-0.043930	0.128649	0.990429
49988	-54.0000	-0.770063	2.682964	9.071663	-0.035277	-0.262897	-0.325066	-0.022628	-0.049203	0.130973	0.989906
49989	-62.0000	-1.257719	2.672357	9.314139	0.313127	-0.122861	-0.047334	-0.021384	-0.055050	0.133104	0.989341
49990	-54.0000	-1.280815	2.637828	9.064150	0.242977	-0.116951	-0.289906	-0.020062	-0.061361	0.135000	0.988740
49991	-54.0000	-1.564048	2.554705	9.038370	0.396823	0.000216	-0.299228	-0.018685	-0.068170	0.136368	0.988133
49992	-54.0000	-1.574816	2.766081	9.079353	0.270809	-0.170416	-0.196974	-0.017375	-0.075121	0.137581	0.987485
49993	-54.0000	-1.643520	2.837923	9.263879	0.169461	-0.168042	0.011551	-0.016070	-0.082434	0.138592	0.986782
49994	-53.0000	-1.702530	2.597729	9.306969	0.067511	0.094846	-0.001932	-0.014639	-0.090127	0.139615	0.985987
49995	-54.0000	-1.721901	2.757310	9.178144	-0.047115	-0.075555	-0.076367	-0.013242	-0.098230	0.140581	0.985095
49996	-54.0000	-2.080909	3.219581	9.035709	0.165473	-0.533383	-0.013424	-0.012131	-0.106951	0.140433	0.984222
49997	-54.0000	-2.617963	3.043599	9.231013	0.473845	-0.299488	0.237781	-0.011167	-0.115743	0.139023	0.983439
49998	-55.0000	-2.788395	2.577750	9.365139	0.435419	0.161868	0.282226	-0.010147	-0.124457	0.137376	0.982617
49999	-57.0000	-2.745177	2.361580	9.242783	0.245122	0.309112	0.106162	-0.009154	-0.133704	0.136509	0.981532
50000	-58.0000	-2.834920	2.552849	9.220168	0.143199	0.117768	0.163671	-0.008147	-0.143393	0.136842	0.980126
50001	-60.0000	-2.967492	2.964005	9.075288	0.102874	-0.296391	0.179827	-0.006966	-0.153309	0.137854	0.978491
50002	-66.0000	-3.424286	3.386507	9.169427	0.291290	-0.635332	0.520770	-0.005818	-0.163320	0.138619	0.976769
50003	-66.0000	-3.775369	3.372710	9.207574	0.405763	-0.585595	0.670494	-0.005107	-0.172803	0.138412	0.975169
50004	-65.0000	-3.725670	2.551851	8.973385	0.272390	0.130491	0.228225	-0.004839	-0.182247	0.137461	0.973585
50005	-65.0000	-3.644644	2.035087	8.857466	0.065133	0.577842	-0.038314	-0.004607	-0.192075	0.136531	0.971826
50006	-60.0000	-3.670423	2.230513	8.802056	-0.099168	0.369974	-0.026311	-0.004196	-0.202396	0.136439	0.969744
50007	-58.0000	-4.218388	2.878161	8.516986	0.274140	-0.286328	0.109839	-0.003738	-0.213227	0.136892	0.967358
50008	-58.0000	-4.969246	3.374671	8.569753	0.690680	-0.694280	0.606497	-0.003685	-0.223719	0.136593	0.965028
50009	-55.0000	-5.335684	3.069047	8.978765	0.646233	-0.281856	1.050376	-0.004431	-0.233260	0.134707	0.963029
50010	-54.0000	-4.649012	2.339499	8.849158	-0.066628	0.307632	0.448501	-0.005339	-0.242454	0.132418	0.961069
50011	-54.0000	-4.507475	1.774094	8.608971	-0.244988	0.756947	0.033265	-0.005695	-0.252372	0.131256	0.958670
50012	-53.0000	-5.019381	2.289870	8.522101	0.006067	0.273807	0.335461	-0.005378	-0.262805	0.131533	0.955826
50013	-52.0000	-5.506308	3.094096	8.416469	0.208933	-0.477394	0.697017	-0.004949	-0.273343	0.132066	0.952795
50014	-52.0000	-5.525070	3.445085	7.959580	0.222003	-0.918090	0.427138	-0.004892	-0.283467	0.131814	0.949867
50015	-51.0000	-6.175001	3.155201	8.211571	0.438256	-0.538691	0.912505	-0.005758	-0.293322	0.129339	0.947207
50016	-51.0000	-6.328371	2.430326	8.448270	0.272960	0.181276	1.013991	-0.007426	-0.302561	0.125242	0.944837
50017	-50.0000	-6.112346	1.751251	8.144950	0.105967	0.688479	0.496469	-0.009047	-0.312431	0.121395	0.942108
50018	-50.0000	-6.301235	1.697046	7.623929	0.346852	0.596249	0.198772	-0.010128	-0.323676	0.118606	0.938650
50019	-50.0000	-6.659820	1.935724	7.603131	0.384790	0.368108	0.464415	-0.010690	-0.335509	0.117174	0.934660
50020	-50.0000	-6.186114	2.388307	7.080352	0.076239	-0.228039	-0.115216	-0.010928	-0.347057	0.117499	0.930390
50021	-50.0000	-5.884634	2.705346	6.521220	-0.036840	-0.668382	-0.646338	-0.011089	-0.358485	0.117912	0.925993
50022	-49.0000	-6.543959	3.259701	6.437617	0.251464	-1.156551	-0.143824	-0.012378	-0.369982	0.115945	0.921692
50023	-49.0000	-7.335494	3.132410	6.794151	0.368747	-0.918741	0.617922	-0.015567	-0.380788	0.110410	0.917915
50024	-49.0000	-7.594207	2.515240	6.488065	0.579350	-0.427344	0.462048	-0.020198	-0.392160	0.102673	0.913926
50025	-49.0000	-7.786466	2.344710	6.436227	0.522356	-0.348003	0.538732	-0.026213	-0.404342	0.093543	0.909434
50026	-50.0000	-7.206467	1.221953	6.086904	0.173893	0.533628	-0.317641	-0.031321	-0.416768	0.085875	0.904405
50027	-50.0000	-7.631972	0.975475	6.020901	0.235713	0.746788	-0.074649	-0.035486	-0.430244	0.080035	0.898457
50028	-50.0000	-8.653031	0.887841	6.069841	0.534955	0.916918	0.740535	-0.038989	-0.443912	0.075307	0.892049
50029	-50.0000	-9.321710	1.023131	6.039776	0.633466	0.827247	1.292477	-0.041991	-0.457579	0.071515	0.885293
50030	-50.0000	-9.209286	1.737119	5.764706	0.470103	0.046511	1.179508	-0.045041	-0.471024	0.067915	0.878348
50031	-50.0000	-8.596882	2.470331	5.508755	0.051082	-0.830017	0.659011	-0.049299	-0.484305	0.062612	0.871262
50032	-54.0000	-8.290939	1.877270	5.559411	-0.453513	-0.353404	0.327994	-0.053667	-0.497057	0.056448	0.864215
50033	-51.0000	-8.060301	1.493913	5.554404	-0.854477	-0.081826	0.051805	-0.057210	-0.509514	0.051388	0.857019
50034	-50.0000	-8.424204	1.284916	5.273452	-0.730698	0.106988	0.181030	-0.060481	-0.522665	0.046766	0.849103
50035	-50.0000	-9.518474	0.711419	4.935369	-0.292769	0.773348	0.900463	-0.064036	-0.536158	0.041872	0.840643
50036	-50.0000	-10.272239	0.518735	4.946662	-0.342998	1.017235	1.549311	-0.067564	-0.548681	0.037216	0.832466
50037	-50.0000	-10.258626	1.461925	5.124011	-0.765080	0.020929	1.721532	-0.071485	-0.560059	0.032711	0.824714
